,2019q2,2018q4,2019q3,2019q4
GainLossOnWriteoffOfLiabilities,0.0,,0.0,0.0
InventoryLIFOReservePeriodCharge,0.0,,,
ProceedsFromUnsecuredLinesOfCredit,83131.0,,,
IncreaseDecreaseValuedAddedTaxAndOtherReceivables,-218560.0,,,-123194.0
IssuanceOfCommonStockForConversionOfLiabilities,0.0,199935.0,199935.0,0.0
OtherAdjustmentsToReconcileProfitLoss,-22695000.0,,,
ServicingAssetAtAmortizedValuePeriodIncreaseDecrease,38554.0,97661.0,71305.0,83833.0
IncreaseDecreaseInIncomeTaxes,-241736.0,-409576.0,-389969.0,283666.0
DecreaseInBankOverdraft,-2919.0,,,-2919.0
NoncashInterestExpense,696013.0,23869.0,696013.0,0.0
OperatingLeaseCost,5653.0,,41342.0,25755.0
GainLossOnSaleOfPropertyPlantEquipment,0.0,4000.0,-113244.0,0.0
IncreaseDecreaseInAccountsAndOtherReceivables,-18353.0,496229.0,1716000.0,2737.0
AccruedArbitrationAward,-6000000.0,,,
IncreaseDecreaseAccruedExpensesToRelatedParty,261000.0,790000.0,0.0,477000.0
PaymentsToAcquireOtherRealEstate,5202.0,16928000.0,0.0,
IncreaseDecreaseThroughNetExchangeDifferencesTradeReceivables,-11403596000.0,,,
IncreaseDecreaseInLossesPayable,0.0,0.0,0.0,-386000.0
AdjustmentsForDecreaseIncreaseInTradeAccountReceivable,-28449.0,153377.0,181826.0,153377.0
IncreaseDecreaseInDeferredRevenue1,0.0,,,
IncreaseDecreaseInAccountsReceivableJointInterestBillingRelatedParties,81495.0,319604.0,538467.0,
IncreaseDecreaseAccruedInterest,-4815.0,15978.0,,
NoncashGainOnAccountsPayable,-170309.0,-170309.0,-170309.0,-355000.0
PaymentsToAcquireShortTermInvestments,0.0,,,
IncreaseDecreaseInRightOfUseAssets,57216.0,,0.0,0.0
AccuredWarrantyExpense,58000.0,45000.0,26000.0,-156000.0
OtherNoncashIncomeExpense,-32.0,2000.0,565.0,-15000.0
IncreaseDecreaseInPensionPlanObligations,35000.0,27000.0,14000.0,45000.0
IncreaseDecreaseInAssumedLiabilities,0.0,-18293.0,-18293.0,
IncreaseDecreaseInBrokerageReceivables,-3371209.0,2878902.0,-5867925.0,-4514061.0
IncreaseDecreaseOtherFinancingReceivableNetRelatedParties,0.0,,,
IncreaseDecreaseInRightofuseAssets,0.0,,213933.0,0.0
PaymentsToAcquireRealEstateHeldForInvestment,231247.0,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,2023973.0,-13293000.0,0.0,377207.0
CapitalizedComputerSoftwarePeriodIncreaseDecrease,-111241.0,0.0,-560000.0,-839000.0
IncreaseDecreaseInOperatingLeaseLiabilities,0.0,,-255240.0,-293489.0
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,0.0,0.0,615662.0,
IncreaseDecreaseInSeverancePayable,-26764.0,-120447.0,-26764.0,-26764.0
IncreaseDecreaseInAccountsReceivableOtherRelatedParties,0.0,236364.0,,236364.0
SaleOfMarketableSecurities,-4053081.0,-6050000.0,-5050000.0,-6050000.0
ProceedsFromSaleOfTradingSecuritiesHeldforinvestment,1604198.0,18391789.0,1430052.0,
SharesSubscriptionsReceived,0.0,,0.0,
IncreaseDecreaseInSettlementPayable,-3000.0,0.0,,-20000.0
GoodwillImpairmentLoss,110545.0,510902.0,61902.0,0.0
IncreaseDecreaseInTradingSecurities,-8452000.0,-24380000.0,-5555000.0,-1513000.0
IncreaseDecreaseRevenuePayable,274000.0,39000.0,97000.0,362000.0
ProceedsFromSaleOfForeclosedAssets,-34000.0,0.0,-30000.0,356000.0
CashProvidedByUsedInTransferOfStockCredit,-109000.0,-99000.0,,
IncreaseDecreaseAccountsReceivableCrudeOilNaturalGasAndNaturalGasLiquidsSales,-1233376.0,1438869.0,-864820.0,
AdjustmentsForIncreaseDecreaseInTradeAccountPayable,-923000.0,-146291.0,-21798.0,1051065.0
IncreaseDecreaseInDueFromRelatedParties,-1017225.0,0.0,1228.0,1228.0
IncreaseDecreaseInDueToAffiliatesCurrent,-35214.0,,,
PaymentsForProceedsFromShortTermInvestments,0.0,,,
NoncontrollingInterestInProfitslossOfSubsidiaries,-106000.0,,,
PaymentsToAcquireSoftware,502851.0,1083745.0,868652.0,
ProceedsFromCollectionOfOtherReceivables,500000.0,,500000.0,
PaymentsForProceedsFromInvestments,-84881.0,-234589.0,13246855.0,24574000.0
IncreaseDecreaseInFuturePolicyBenefitReserves,12913165.0,554078.0,13478014.0,21212317.0
IncomeFromSaleOfLaPlataPlant,-468500000.0,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,730000.0,318700.0,1106000.0,2187000.0
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,832000.0,589000.0,-5000.0,842689.0
CashPaidForDrillingCosts,9279000.0,113000.0,0.0,33059000.0
WorkersCompensationRiskPoolDeposits,2463.0,12153.0,99624.0,
IncreaseDecreaseInNotesReceivables,0.0,0.0,-27000.0,167828.0
IncreaseDecreaseInOtherReceivables,0.0,-138468.0,-1150000.0,-261981.0
MinorityInterestDecreaseFromRedemptions,-60000.0,,,
CashFlowsFromUsedInOperations,-2071000.0,,,-26869.0
PrincipalPaymentsOnConvertibleNotesPayable,-10000.0,,,
StockPayableFinancingActivities,0.0,-1000000.0,-107600.0,-1000000.0
CashReceivedInReverseAcquisition,0.0,,508973.0,
ProceedsFromOtherLongtermAssetsClassifiedAsInvestingActivities,0.0,,,
ProceedsFromIssuingShares,100.0,0.0,0.0,100.0
DepreciationAndAmortizationDiscontinuedOperations,0.0,,,
IncreaseDecreaseInDueToRelatedParties,13011.0,-37871.0,14357.0,49020.0
IncreaseDecreaseInRoyaltiesPayable,53449.0,-44405.0,127958.0,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,831000.0,,,
ProvisionForDoubtfulAccounts,26281.0,-548000.0,-5766.0,14000.0
IncomeLossOnNetMonetaryPosition,-1464073000.0,,,
NetProceedsFromRightsOffering,-2029867.0,,,
IncreaseDecreaseInInterestPayable,8531.0,4434.0,,
IncreaseDecreaseInAccruedSalaries,-815000.0,-131464.0,-543000.0,-339371.0
IncreaseDecreaseAdvancesFromMajorityStockholder,0.0,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-2382000.0,,,268926.0
IncreaseDecreaseInAccruedCompensation,203160.0,,200970.0,152911.0
SharesReturnedToTreasury,0.0,,0.0,
CashFlowsFromUsedInOperatingActivitiesDiscontinuedOperations,0.0,,,6705000000.0
DividendsPreferredStockPaidinkind,1515483.0,5858000.0,104000.0,
ProceedsFromIssueOfBondsNotesAndDebentures,1462122.0,,686590.0,0.0
FinancingInterestExpense,0.0,,,2800000.0
PurchaseOfFinancialInstrumentsClassifiedAsInvestingActivities,1829.0,,,30691000000.0
DeferredIncomeTaxesAndTaxCredits,20796.0,0.0,-7000.0,6000.0
DebtInstrumentIncreaseAccruedInterest,15000.0,-20000.0,8122.0,123000.0
IncreaseDecreaseInAccruedInterestReceivableNet,-73.0,-5000.0,-107816.0,462.0
LifeInsuranceCorporateOrBankOwnedChangeInValue,21635.0,68811.0,191000.0,287000.0
OperatingLeasePaymentsUse,2840000.0,,0.0,0.0
ProceedsFromIssuanceOfSubordinatedLongTermDebt,600000.0,,1486250.0,2316250.0
EffectOfExchangeRateOnCashDiscontinuedOperations,236.0,,,
IncreaseDecreaseInDeferredLeasingFees,-1344000.0,,-3733000.0,-5389000.0
IncreaseDecreaseInNotesReceivableRelatedParties,0.0,120228.0,0.0,-7000.0
IncreaseDecreaseInDepositOtherAssets,15000.0,25000.0,175000.0,175000.0
IncreaseDecreaseInAssetRetirementObligations,-590709.0,0.0,-120400.0,
InvestmentInPatentsAndTrademarks,34437.0,48226.0,0.0,48226.0
IncreaseDecreaseInWorkersCompensationLiabilities,-66899.0,-570278.0,50629.0,431042.0
IncreaseDecreaseInPrepaidExpensesOther,-74415.0,-12315.0,0.0,-3421000.0
IncreaseDecreaseInAccruedCommissions,296000.0,-1264000.0,-1179000.0,-1264000.0
AccruedInterestRelatedParties,0.0,286331.0,,295184.0
CostOfEquitybasedTransactionWithNonemployee,0.0,,,
IncreseDecreseInAdvancePremiums,-738910.0,-1411027.0,-1354136.0,-1411027.0
IncreaseDecreaseInUnearnedPremiums,-930049.0,-7386379.0,1023000.0,-272000.0
GeneralPartnersEquityWasIncreasedAndDueToGeneralPartner,591785.0,,,
AssetRetirementObligationCashPaidToSettle,821.0,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,15403000.0,6535000.0,23384000.0,36700000.0
ProceedsFromIssuanceOfConvertibleNotesPayableRelatedParty,7000.0,120500.0,118500.0,120500.0
PaymentsToAcquireOtherInvestments,102.0,2611000.0,0.0,100.0
IncreaseDecreaseInLeaseLiabilities,0.0,,0.0,-280643.0
PurchaseOfTitleInsuranceCompany,0.0,75000.0,0.0,0.0
IncreaseDecreaseInMerchantReserve,0.0,,,-93316.0
IncreaseDecreaseInOtherDeferredLiability,-50000.0,16692.0,0.0,37535.0
IncreaseDecreaseInOtherNoncurrentAssets,378024.0,354000.0,-46000.0,-269000.0
AmortizationOfLimitedPartnership,94371.0,283113.0,156054.0,234081.0
PaymentsToDevelopSoftware,307506.0,891000.0,660240.0,146767.0
IncreaseDecreaseInOtherCurrentLiabilities,720.0,-336500.0,-372876.0,0.0
NetCashProvidedByUsedInContinuingOperations,116235.0,-94260.0,-57794.0,
IncreaseDecreaseInCustomerAdvancesAndDeposits,-1113000.0,,308000.0,-508000.0
PaymentsForProceedsFromProductiveAssets,0.0,-286.0,0.0,-292.0
PaymentsForPurchaseOfOtherAssets1,18756.0,17977.0,16024.0,11000.0
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,-1430000.0,-1430000.0,,-1430000.0
AdjustmentsForDecreaseIncreaseInTradeAndOtherReceivables,5187097000.0,,,
SharesIssuedForConversionOfDebtNet,0.0,0.0,0.0,0.0
PaymentsForOtherDeposits,0.0,80290.0,11169.0,11169.0
ProceedsFromIssuanceOfSeriesDPreferredStockAndPreferenceStock,4562500.0,,,
IncreaseDecreaseInPayablesToBrokerDealers,77840.0,,738351.0,
IncreaseDecreaseInReinsurancePayables,135000.0,-1470000.0,0.0,-1123540.0
IncreaseDecreaseInDueToRelatedPartiesCurrent,70899.0,33669.0,36135.0,29683.0
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,34000.0,291000.0,-6000.0,-36639.0
AdjustmentsForDecreaseIncreaseInOtherAssets,-343515000.0,36022.0,0.0,0.0
IncreaseDecreaseInLoansDeferredIncome,1537.0,34897.0,26526.0,34897.0
ProceedsFromIssuanceOfConvertiblePreferredStock,8907174.0,0.0,3289000.0,
PaymentsForProceedsFromSoftware,419892.0,340608.0,208143.0,118462.0
IncreaseDecreaseInOtherAccruedLiabilities,185333.0,-6497.0,-678000.0,-1129000.0
IncreaseDecreaseInManagementFeePayableToSponsor,6884.0,-2039.0,22323.0,7988.0
IncreaseDecreaseInAccruedInterestOnConvertibleNotes,80000.0,,,
IncreaseDecreaseInFinancialInstrumentsSoldNotYetPurchased,-1063000.0,-419000.0,718000.0,3631000.0
PaymentsToAcquireAdditionalInterestInSubsidiaries,300000.0,0.0,,1467500.0
RepairObligations,1675000.0,,,
IncreaseDecreaseInOtherReceivableDiscontinuedOperations,-250.0,,,
ProceedsOfOtherLoansAndLeasesHeldForInvestment,33000.0,73000.0,66000.0,132000.0
IncreaseDecreaseInAccountsPayableRelatedParties,38670.0,,-38279.0,217678.0
IncreaseDecreaseInDueToOfficersAndStockholders,-100000.0,-33000.0,-3914.0,-100000.0
ConstructionInProgressExpendituresIncurredButNotYetPaid,95352.0,99629.0,,
PaymentsForCapitalImprovements,2432000.0,-10703098.0,1231000.0,1458000.0
PaymentsToAcquireFinanceReceivables,0.0,,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,0.0,150000.0,0.0,1127400.0
PaymentsToAcquireVineyardDevelopmentCosts,115650.0,,632647.0,1121992.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,16000.0,21636000.0,59000.0,21636000.0
IncreaseDecreaseInPropertyAndOtherTaxesPayable,239000.0,155000.0,127000.0,155000.0
ExplorationCosts,-43000.0,,,
ProceedsFromSaleMaturityAndCollectionsOfInvestments,6667000.0,100052.0,28121000.0,46992000.0
ProceedsFromSaleAndMaturityOfMarketableSecurities,9645000.0,22154000.0,14654000.0,23800.0
IncreaseDecreaseInAccountsReceivable,63149.0,-499373.0,-209000.0,-2850000.0
IncreaseDecreaseInPrepaidExpense,-8326.0,6100.0,-3824.0,6000.0
IncreaseDecreaseInInterestPayableNet,0.0,-204494.0,551000.0,11083.0
ProceedsFromLifeInsurancePolicies,24915775.0,0.0,55037250.0,-380000.0
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,73000.0,77000.0,408000.0,77000.0
PaymentsForRepurchaseOfRedeemablePreferredStock,0.0,,,
PaymentsToAcquireHeldToMaturitySecuritiesShortTerm,8171000.0,24574000.0,,
ExpensesPaidByRelatedParty,17019.0,34355.0,27266.0,
IncreaseDecreaseInAccountsPayableOilAndGasRevenueDistributions,3578.0,2302386.0,226520.0,
PaymentReceivedOnNoteReceivableSaleOfLand,0.0,,,400000.0
ProceedsFromNotesPayableRelatedParties,0.0,1100000.0,7700000.0,30900000.0
IncreaseDecreaseInEmployeeRelatedLiabilities,-28412.0,17560.0,194194.0,-721000.0
IncreaseDecreaseInPrepaidExpenseDiscontinuedOperations,0.0,,,
IncreaseDecreaseInCostInExcessOfBillingOnUncompletedContract,-1720000.0,,,
IncreaseDecreaseInCustomerLiabilities,52745000.0,41284000.0,88453000.0,41284000.0
AdjustmentsForIncreaseDecreaseInOtherLiabilities,28449.0,-190562.0,-190562.0,0.0
IncreaseDecreaseInAccruedOfficerCompensation,70000.0,,,
PaymentsToAcquireBusinessesGross,2000000.0,2240000.0,1515000.0,2240000.0
PurchasesOfFhlbStock,4000.0,4000.0,1000.0,4000.0
PaymentsOnNotesPayableObligations,6000000.0,2000000.0,,832851.0
IncreaseDecreaseInInterestPayableDeposits,-9073.0,-44079.0,17271.0,-44079.0
NetActivityOnRelatedpartyDebt,217000.0,924000.0,,
IncreaseDecreaseInNotesPayableRelatedParties,70237.0,67032.0,90000.0,38600.0
ShareIssueRelatedCost,0.0,,,
IncreaseDecreaseInDerivativeLiabilities,109214.0,284000.0,-75000.0,97578.0
NetProceedsRepaymentsFromNotesPayableRelatedParties,7533591.0,,,
PaymentsOnNotesPayableRelatedParty,-51250.0,-26250.0,,
IncreaseDecreaseInOperatingLeases,4222.0,,0.0,0.0
IncreaseDecreaseInAdvances,0.0,,,
PriorPeriodAdjustmentToCash,0.0,,,
ProceedsFromCollectionOfFinanceReceivables,8636.0,64882.0,0.0,0.0
IncreaseDecreaseInDeferredTaxesPayable,-97000.0,,,
PaymentsToShareholders,-21560.0,-11700.0,,
ProceedsFromExerciseOfWarrantsAndShareOptions,989.0,,,
ForeignCurrencyTransactionGainLossUnrealized,106724.0,-76339.0,100638.0,-14882.0
IncreaseDecreaseInNotesReceivableCurrent,250000.0,5000.0,0.0,5000.0
ProceedsFromExerciseOfOptions,0.0,,,
IncreaseDecreaseInMarketableSecuritiesRestricted,440211.0,,,
IncreaseDecreaseInOtherCurrentAssets,-8697.0,-15000.0,-145301.0,344000.0
IncreaseDecreaseInAccruedIncomeTaxesPayable,6400.0,-286062.0,2000.0,-102000.0
GainLossOnContractTermination,0.0,45000.0,30000.0,0.0
ProceedsForFutureIssuanceOfCommonStock,0.0,,,
IncreaseDecreaseInDeferredRent,0.0,-5820.0,-781.0,0.0
ProceedsFromMaturities,7050000.0,19800000.0,14400000.0,22500000.0
AdjustmentsForReconcileProfitLoss,1941792.0,,,
NetIncreaseDecreaseInLoansHeldForInvestment,-7172000.0,-31254000.0,-18137000.0,3779000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilitiesDiscontinuedOperations,3040.0,,,
RepaymentOfNotesReceivableFromRelatedParties,-500000.0,400000.0,,
IncreaseDecreaseDrillingAdvancesNetRelatedParty,0.0,-680248.0,0.0,
ProceedsFromSaleOfProductiveAssets,1260000.0,512500.0,7350.0,2204286.0
PaymentsToAcquireOilAndGasBonds,0.0,,,
PaymentsForDepositsInvestingActivities,-2888.0,,2200.0,0.0
ProceedsFromSaleOfAvailableForSaleSecurities,9033000.0,250000.0,6000.0,12181000.0
PaymentsToAcquireOtherProductiveAssetsOne,800000.0,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,224.0,410.0,247357.0,220124.0
IncreaseDecreaseInAccruedLiabilities,78889.0,,131000.0,-68450.0
NetIncreaseDecreaseInLoansHeldForSaleParticipations,6543000.0,4373000.0,-10046000.0,-20400000.0
IncreaseDecreaseInCustomerDeposits,-14000.0,-61000.0,-18000.0,0.0
PaymentsForFees,42776.0,31945.0,,
IncreaseDecreaseInContractWithCustomerAsset,-705000.0,175500.0,-7000.0,-33000.0
CapitalizedFinancingCots,110039.0,,0.0,0.0
ChangeInAccruedCapitalExpenditures,-2003.0,69591.0,,
IncreaseDecreaseInAccountsPayableTrade,-1482000.0,-43355.0,309004.0,-25570000.0
NotePayableUsedToPayOriginationFeesInterest,15930.0,24223.0,15930.0,22430.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-2270.0,16831.0,21523.0,126780.0
IncreaseDecreaseInOtherOperatingAssets,-25744.0,-24000.0,-38000.0,31000.0
IncreaseDecreaseInOtherNoncurrentLiabilities,-143000.0,-160000.0,-271000.0,914000.0
ProceedsFromSaleOfBuildings,0.0,,,
IncreaseDecreaseThroughExerciseOfWarrantsEquity,241.0,,,
ProceedsFromMinorityShareholders,0.0,,300000.0,0.0
OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities,-200.0,,,
LoanProcessingFee,25000.0,25000.0,,
PaymentsToAcquireBusinessesAndInterestInAffiliates,0.0,,,
ProceedsFromLoansToStockholders,-4848.0,,,
ProceedsFromSaleOfPropertyHeldForSale,0.0,0.0,0.0,
ProceedsFromReleaseOfRestrictedCertificatesOfDeposit,0.0,,,
NetCashAdjustmentByReclassificationOfAccounts,0.0,,,
IncreaseDecreaseInOtherOperatingLiabilities,-8027.0,1344.0,-2544.0,-7924.0
ProceedsFromOtherEquity,50000.0,1047143.0,0.0,250000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,250000.0,,,
ProceedsFromSaleOfOtherAssets1,0.0,2100.0,0.0,275.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilitiesRelatedParties,-939685.0,-951824.0,,-7502.0
IncreaseDecreaseInIncomeTaxesReceivable,45000.0,-355000.0,44999.0,2000.0
DerivativeSettlements,-529364.0,,-46357.0,-1912521.0
PaymentsToAcquireOtherReceivables,358000.0,,361000.0,4400000.0
PaymentsToAcquireLifeInsurancePolicies,10282164.0,24599593.0,0.0,5000000.0
CapitalizedComputerSoftwareAdditions,2162707.0,,0.0,-125704.0
PaymentsForProceedsFromPreviousAcquisition,-1500000.0,,,
PaymentForContingentConsiderationLiabilityInvestingActivities,408917.0,100000.0,505025.0,0.0
PaymentsToAcquireAvailableForSaleSecuritiesEquity,6094835.0,43957529.0,5804000.0,402000.0
ProceedsFromOtherDeposits,0.0,,,
AcquisitionOfEquipmentViaCapitalLease,50000.0,0.0,50000.0,
ShareBuybackUnderNormalCourseIssuerBid,-27000.0,,,
ProceedsFromSaleOfStockNetOfOfferingCosts,285000.0,0.0,,150000.0
IncreaseDecreaseInOtherLoans,277700.0,-5382000.0,8441000.0,4215000.0
GainLossOnDispositionOfAssets,0.0,0.0,0.0,0.0
IncreaseDecreaseInInventories,60000.0,84243.0,-102593.0,536000.0
IncreaseDecreaseInBillingsInExcessOfCosts,0.0,,,
PaidInKindInterest,8173.0,24589.0,5822.0,304301.0
CashFlowsFromUsedInOperatingActivities,3706026000.0,-189859.0,-216404.0,-2936734.0
ProceedsRepaymentsToAccountPurchaseAgreementFacility,-465282.0,641992.0,-127248.0,
NetProceedsFromSharesNewIssuesOverallotments,52430000.0,108945000.0,55965000.0,76664000.0
ChangeInChecksIssuedAndPayable,845.0,-13572.0,-66546.0,14777.0
PaymentsToAcquireMachineryAndEquipment,14181.0,154373.0,299839.0,0.0
ProceedsFromSaleOfNotesReceivable,1475000.0,0.0,0.0,0.0
RepaymentOfAdvancesFromMajorityStockholder,0.0,,,
IncreaseDecreaseInRestrictedCash,0.0,57841.0,,
PaymentsToAcquireAvailableForSaleSecuritiesDebt,0.0,5298781.0,0.0,10357210.0
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,48591.0,19080.0,48591.0,12167.0
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1588010.0,-166748.0,-10712000.0,-102413000.0
ProceedsFromDebtNetOfIssuanceCosts,307965.0,,15402139.0,307965.0
ProceedsFromShortTermDebtMaturingInThreeMonthsOrLess,484000.0,,,
ProceedsFromIssuanceOfCommonShares,7724975.0,79071522.0,61931985.0,23930870.0
ConversionOfConvertibleNotesPayableIntoCommonStock,427775.0,,40000.0,
PaymentsToAcquireOtherProductiveAssets,0.0,,400000.0,0.0
ChangeInCashContinuingOperations,-2133842.0,,,
DistributionsFromInvestment,79553.0,,,
RepaymentOfGovernmentLoans,4539.0,0.0,,
PaymentsToExploreAndDevelopOilAndGasProperties,13379249.0,9319771.0,8706655.0,
PaymentsForRedemptionOfCommonShares,809525.0,41941536.0,581370.0,2948443.0
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnOperatingResults,-3640.0,0.0,0.0,0.0
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,2190856.0,270000.0,5187588.0,12124796.0
IncreaseDecreaseInDeferredIncomeTaxes,-56000.0,173000.0,-260000.0,-670000.0
RestrictedCashAndInvestments,1200000.0,,,
ProceedsFromIssuanceOfPreferredStockPreferenceStockAndWarrants,0.0,,,
PaymentForCourseDevelopment,186000.0,68000.0,,
ForeignCurrencyTransactionLossBeforeTax,32600.0,,134795.0,
IncreaseDecreaseInContingentConsiderationPayable,648614.0,,,
StockRedeemedOrCalledDuringPeriodValue,0.0,200000.0,400000.0,-329.0
RepaymentsOfConstructionPayable,11082.0,,,
AccruedDistributorCompensation,259000.0,515000.0,451000.0,-221000.0
StockSubscriptionReceivable,-100000.0,,,
NetProceedsFromPaymentsToFactor,-11084.0,5168.0,-5440.0,5168.0
ProceedsFromIssuanceOfSecuredDebt,11163192.0,31677000.0,11163192.0,1950000.0
ConversionOfConvertibleNotesPayableRelatedPartiesIntoCommonStock,79590.0,,79590.0,
DecreaseIncreaseInShortTermInvestments,503091.0,,,
RightofuseAssetsAndLiabilitesRecordedDuringPeriod,0.0,,0.0,0.0
PartnersCapitalAccountContributions,0.0,0.0,,
RepaymentOfConvertibleNote,0.0,53000.0,,
IncreaseDecreaseInAccountsPayable,157525.0,67256.0,111024.0,508457.0
IncreaseDecreaseInDeferredRevenue,101000.0,190454.0,63902.0,-103690.0
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,3289116.0,1502591.0,0.0,24493.0
InitialRecognitionOfOperatingLeaseRightofuseAssetAndLiability,0.0,,,
DebtDiscountOnNotePayable,0.0,0.0,0.0,0.0
ProceedsFromSaleOfOtherRealEstate,124000.0,0.0,260000.0,550000.0
IncreaseDecreaseInDeposits,-86099.0,-19340.0,69000.0,0.0
ProceedsFromRepaymentsOfShortTermDebt,-179000.0,-11000.0,-2486.0,491000.0
PaymentsToAcquireAvailableForSaleSecurities,8000.0,0.0,4813000.0,3361000.0
ExtinguishmentOfWarrantAndDerivativeLiabilities,0.0,,,
PaymentsToAcquireInterestInJointVenture,0.0,,500000.0,500000.0
PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,468.0,0.0,,3047000000.0
ProceedsFromIssuanceOfPromissoryNotesNetOfOfferingCosts,3750000.0,,5125000.0,0.0
CostOfSharesForInvestment,-2663.0,572939.0,-1339.0,-3329.0
MineralPropertyInterestsNetOfRecoveries,-198000.0,,,
PaymentsToAcquireOilAndGasProperty,166725.0,0.0,6928684.0,1056000.0
StockIssuedDuringPeriodValueConversionOfRelatedPartyConvertibleSecurities,49090.0,,,
PaymentsForOtherTaxes,20214.0,13100.0,,
ProceedsFromRepaymentsOfRelatedPartyDebt,300000.0,-1849046.0,84235.0,-5450192.0
ChangeInNoncashWorkingCapitalBalance,0.0,,,
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities,7891145.0,30488706.0,15172845.0,9835464.0
PaymentForContingentConsiderationLiabilityFinancingActivities,142700.0,,100000.0,100000.0
SharesReturnedToTreasury1,75000.0,0.0,,
ConversionOfAccruedInterestConvertibleNotesPayableIntoCommonStock,0.0,,6813.0,
PaymentsOfDividendsMinorityInterest,0.0,23587.0,4498.0,0.0
NoncashTransferOfInventoryToMonitoringEquipment,88242.0,305481.0,424642.0,
PaymentsOfLongTermCapitalLeaseObligations,3766.0,,,
ProceedsFromOptionedMineralPropertyInterest,12000.0,,,
RepaymentsOfLongTermLinesOfCredit,7000000.0,,17500000.0,24200000.0
DeferredFinancingCosts,0.0,,,
NetProceedsFromFactor,-139519.0,,,
ProceedsFromIssuanceInitialPublicOffering,12798325.0,12798325.0,,
StockIssuedDuringPeriodValueIssuedForAccruedInterest,0.0,,,
PaymentsOfDebtExtinguishmentCosts,70792.0,-291576.0,1556.0,
ProceedsFromRepaymentsOfNotesPayable,0.0,-27148.0,,0.0
SharesIssuedInConnectionWithCashlessWarrantsExercise,0.0,855104.0,0.0,0.0
PaymentsForProceedsFromOtherInvestingActivities,0.0,-8000.0,237000.0,
DividendsCash,2509000.0,,,6965000.0
PaymentsToAcquireInvestments,0.0,0.0,47000.0,250000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,246047.0,2571122.0,4746825.0,2941492.0
CashPerBalanceSheet,,,,
ProceedsFromShortTermNote,965000.0,184750.0,85000.0,1215000.0
AssumptionOfDebtByRelatedParty,4821025.0,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,249000.0,1099000.0,-6715.0,-3837000.0
NetChangeInShortTermDebt,-10116000.0,2128000.0,-116000.0,4704000.0
ProceedsFromSaleOfRestrictedInvestments,383500.0,1147500.0,0.0,1147500.0
ConversionOfAccruedInterestConvertibleNotesPayablerelatedPartiesIntoCommonStock,0.0,,,
IncreaseDecreaseInAccruedCapitalExpenditures,76217.0,,,
ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,625905000.0,,,36000000.0
AdjustmentsToAdditionalPaidInCapitalOther,14004.0,-537698.0,52270.0,13370.0
ProceedsFromContributionsFromAffiliates,139677.0,35688.0,205546.0,-4252105.0
ConvertibleDebenturesIssuedToExtinguishPromissoryNotes,0.0,0.0,0.0,0.0
PaymentsToAcquireRestrictedInvestments,0.0,1188500.0,92000.0,124000.0
ProceedsFromCollectionOfNotesReceivable,1719.0,2641.0,,
StockRepurchasedAndRetiredDuringPeriodValue,-500000.0,-404000.0,0.0,0.0
PaymentsOfLoanCosts,60453.0,6581.0,0.0,0.0
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.0,-7316000.0,0.0,0.0
RevenueFromRoyalties,-35000.0,,,
ConversionOfOfficerWagesPayableIntoCommonStock,0.0,,38500.0,
DividendsReceivedClassifiedAsInvestingActivities,50250000.0,,,70000000.0
NetCashProvidedByUsedInDiscontinuedOperations,24493.0,-74866.0,24493.0,-46364.0
ProceedsFromSaleOfIntangibleAssets,200583.0,50000.0,,14887220.0
