,2019q2,2018q4,2019q3,2019q4
IssuanceOfSharesUponVestingOfRestrictedStockUnits,0.0,,,
IncomeLossFromContinuingOperationsBeforeNoncontrollingInterest,18197000.0,,,
StockCancelledDuringPeriodValue,0.0,,,0.0
StockRepurchasedDuringPeriodValue,2598819.0,75000.0,572.0,1375000.0
StockIssuedDuringPeriodValueAcquisitions,0.0,0.0,18332365.0,1395000.0
IssuanceOfCommonStockForExtinguishmentOfWarrantsAmount,133755.0,,,
StockIssuedDuringPeriodValueForPrepaidConsultingContract,750000.0,,,
StockIssuedForLegalServicesAmount,18750.0,,,
ImputedInterestOnNoninterestBearingRelatedPartyDebts,421.0,,,
StockIssuedDuringPeriodValueConversionOfSeriesBPreferredStock,0.0,,,
IssuanceOfCommonStockForTrueUpShares,281000.0,,281000.0,281000.0
FairValueOfCommonStockIssuableForServices,800000.0,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustment,-17000.0,,,
AdjustmentsToAdditionalPaidInCapitalWarrantExerciseOfDerivativeWarrants,40096.0,,40096.0,
ProfitLoss,-285746.0,-575477.0,54000.0,-6111456.0
LitigationSettlementExpense,713858.0,,,
AvailableForSaleSecuritiesGrossRealizedGains,10860.0,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,0.0,,103000.0,639365.0
StockIssuedForPaymentOfDeferredBoardCompensationValue,173773.0,,,
SeriesH4StockIssuedDuringPeriodValueConversionOfUnits,0.0,,0.0,0.0
ProceedsFromConvertibleDebt,0.0,,,
StockIssuedDuringPeriodValueConversionOfAccountsPayable,703125.0,703125.0,,
TransactionCostsInBusinessCombination,1166000.0,,,
StockIssuedDuringPeriodValueConvertibleDebtExtension,90300.0,,,
NetCommonStockIssuedInSecureEducationConsultantsAcquisitionAmount,163332.0,,,
CommonStockIssuedRelatedToConvertibleNoteFinancing,293000.0,,135000.0,23000.0
AdjustmentForRoundingOfValueDueToConversion,0.0,,,0.0
StockIssuedDuringPeriodValueConversionOfOutstandingPreferredStockInConnectionWithMerger,0.0,0.0,,
StockIssuedForServicesAmount,319100.0,,,
StockIssuedDuringPeriodValueConversionOfSeriesCPreferredStock,6236000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,0.0,,0.0,0.0
IncreaseInFairValueAttributableToWarrantModifications,292700.0,,,
TemporaryEquityForeignCurrencyTranslationAdjustments,-372157.0,,-52268.0,-250631.0
StockIssuedDuringPeriodSharesEmployeeBenefitPlan,0.0,,,
StockIssuedDuringPeriodSharesConversionOfUnits,3696581.0,24801.0,18635021.0,225773660.0
Equity,-521164.0,-158102.0,-1069909.0,94365000000.0
StockIssuedForFinancingCostShares,,,,
StockIssuedDuringPeriodValueConversionOfUnits2,0.0,,,0.0
ShareBasedCompensation,739888.0,2474496.0,980000.0,1000.0
StockIssuedDuringPeriodValueConversionOfUnits,0.0,50000.0,10085000.0,0.0
StockIssuedDuringPeriodValueEmployeeBenefitPlan,72124.0,151308.0,,145090.0
SeriesHPreferredStockIssuedDuringPeriodValueAcquisitions,0.0,0.0,0.0,0.0
ReclassificationOfDerivativeLiabilityToEquity,3910682.0,,,
IssuanceOfCommonStockRelatedToPurchaseOfLandHH,1200000.0,,1200000.0,1200000.0
StockIssuedForFinancingCostAmount,77830.0,,,
StockIssuedDuringPeriodRelatedToNotePayableValue,126001.0,126001.0,126000.0,126000.0
DebtIssuanceCost,470000.0,,,
WarrantsIssuedInConnectionWithPublicOffering,-3733542.0,,,
InvestmentPurchasedWithStockPsShares,,,,
StockIssuedDuringPeriodValueConversionOfUnits3,0.0,,,0.0
CommonStockSubscribedValue,1071070.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,0.0,0.0,0.0,0.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,137000.0,-1091613.0,0.0,109784.0
IssuanceOfCommonStockRelatedToPurchaseOfTrademarkHH,750000.0,,750000.0,750000.0
StockIssuedDuringPeriodValueTetridynSolutions,-1628026.0,-1628026.0,,
SubscriptionsReceivable,-1071070.0,,,
ConversionOfSeriesBPromissoryNotes,1488000.0,,,
SeriesH3PreferredStockIssuedDuringPeriodValueAcquisitions,0.0,0.0,0.0,0.0
StockIssuedDuringPeriodValueStockOptionsExercised,2480970.0,738105.0,0.0,195732.0
StockIssuedDuringPeriodValueConversionOfNotes,3000000.0,,,
InvestmentPurchasedWithStockPsAmount,78000.0,,,78000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,506160.0,9000.0,395.0,-1136743.0
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,139000.0,16624.0,0.0,164000.0
StockIssuedDuringPeriodValueInConnectionWithExerciseOfH4Warrants,936423.0,,,
WarrantExpense,0.0,0.0,,
StockIssuedDuringPeriodValueConversionOfUnits4,0.0,,,0.0
AccretionExpense,-186000.0,-1435295.0,114583.0,2684000.0
StockIssuedDuringPeriodValueOther,810898.0,236600.0,1012000.0,-28083.0
SeriesH4PreferredStockIssuedDuringPeriodValuePrivatePlacement,5898339.0,5898339.0,,
IssuanceOfCommonStockRelatedToAdvanceForWorkingCapitalNoteReceivableNetOfSettlementOfDebt,2309000.0,,2309000.0,2309000.0
StockAndWarrantsIssuedDuringPeriodValueIssuedForServices,0.0,,,
StockIssuedForRepairsAmount,550.0,,,
PreFundedSeriesKWarrantsIssued,968329.0,,,
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,1800000.0,72692123.0,2800000.0,3238308.0
CommonSharesInConnectionWithExerciseOfH4Warrants,936423.0,,,
AdjustmentsToAdditionalPaidInCapitalOther,8000.0,31286.0,199627.0,823978.0
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,196000.0,,196000.0,33000.0
StockBasedCompensation,137900.0,,,
CommonStockIssuedRelatedToDebtFinancing,106000.0,,350000.0,350000.0
StockIssuedDuringPeriodSharesOther,40000.0,40000000.0,277778.0,0.0
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,7067000.0,34975.0,9000.0,834301.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,193535.0,93910.0,67306.0,1000.0
OtherComprehensiveIncomeLossNetOfTax,105129.0,-16000.0,128000.0,1067.0
ReleaseOfWarrantLiabilityUponReclassificationOfLiabilityToEquity,1494000.0,,1494000.0,1494000.0
WarrantsIssuedDuringPeriodValueIssuedForServices,1114062.0,,-36067.0,72575.0
CommonStockSharesOutstanding,98223632.0,,1558772.0,70711328.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,2954124.0,1902032.0,355177.0,180863.0
StockIssuedDuringPeriodSharesIssuedForServices,300000.0,16000.0,10973.0,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,341000.0,576902.0,1625956.0,310081.0
WarrantIssuedUponVestingForServices,1656000.0,,1926000.0,
StockIssuedDuringPeriodValueIssuedForServices,891000.0,25860.0,107300.0,45200.0
DividendsPreferredStock,0.0,503600.0,51875.0,236000.0
WarrantModification,397570.0,,,
ReleaseOfWarrantLiabilityUponWarrantExercises,866000.0,,866000.0,1077000.0
StockIssuedDuringPeriodValueIssuedServiceProviders,478985.0,,,
SeriesH4PreferredStockIssuedDuringPeriodValueIssuedForServices,0.0,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,33872881.0,715000.0,-3493602.0,24861000.0
SharesIssued,15441.0,,,
StockIssuedDuringPeriodValueStockDividend,-316861.0,0.0,,
AllocatedShareBasedCompensationExpense,822000.0,32105.0,1944000.0,257633.0
NetIncomeLoss,-12270000.0,-209392.0,-275488.0,-1848568.0
SharesOutstanding,36159446.0,737406.0,1625800.0,
StockholdersEquity,-4480000.0,21782000.0,5773818.0,623000.0
IssuanceOfSeriesHPreferredStock,,820571.0,,
CommonSharesIssuedForSettlementOfShareholderLoan,,384055.0,,384055.0
DividendsCommonStock,,2820056.0,814000.0,827000.0
StockIssuedDuringPeriodValueWarrants,,690000.0,,
ValueOfSharesIssuedInSettlementOfDebt,,32409.0,,
IssuanceOfSeriesGPreferredStock,,3683783.0,,
StockIssuedDuringPeriodValueCharitableContributions,,17000.0,,
WarrantExercises,,10792863.0,,10792863.0
StockIssuedDuringPeriodValueWarrants1,,341750.0,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedOwnshareLendingArrangementIssuanceCosts,,-562766.0,-810344.0,-810344.0
SharesReturnedToTreasury,,0.0,,
CommonSharesIssuedForPrivatePlacement,,553250.0,,553250.0
StockIssuedDuringPeriodValueWarrantsExchanged,,888418.0,,
AdjustedStockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-225487000.0,,
GrantWarrantsForServicesToRelatedParty,,17473.0,,
NewIssuances,,,,
PaymentsOfFinancingCosts,,-1284346.0,,
IssuanceOfCommonStockForOilAndGasProperties,,1736429.0,,
WarrantsIssuedWithNotesPayable,,952056.0,,947616.0
WarrantIssuedForServices,,848011.0,,
IssuanceOfInducementSharesOfSeriesOConvertiblePreferredStockInConnectionWithMay2018Financing,,0.0,,
StockIssuedDuringPeriodValueWarrants2,,2000000.0,,
SharesSurrenderedInStockTransactionsAmount,,-90000.0,,
CommonStockIssuedToConsultantsValue,,360771.0,,
CommonSharesIssuedForPrivatePlacement1,,959251.0,,959251.0
IssuanceOfSharesOnExerciseOfWarrants,,28950.0,,
IssuanceOfSeriesJPreferredStock,,1189417.0,,
RecapitalizationAmount,,0.0,,
StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,,176885.0,,
AcquisitionOfCommonControlEntity,,-571745.0,,
ProceedsFromDivestitureOfBusinesses,,42047.0,,
StockIssuedDuringPeriodValueWarrants3,,9520.0,,
CommonStockIssuedForWarrantExercises,,2324742.0,,
SaleOfPreferredSeriesBStockAmount,,850000.0,,
StockIssuedDuringPeriodValueOther1,,-830000.0,,
ConversionOfSeriesIPreferredStockToCommonStock,,0.0,,
ConversionOfSeriesIPreferredStockToCommonStockAmount,,0.0,,
SharesIssuedInConnectionWithInlicensingAgreements,,4000000.0,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentConvertibleDebtAdustmentOfConversionOption,,220569.0,,
PeakOneConvertibleDebenture,,0.0,,
CommonSharesIssuedForPrivatePlacement2,,4703025.0,,4703025.0
GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,,15528.0,,-13704000000.0
AdjustmentOfWarrantsGrantedForServices,,6769562.0,,
StockIssuedDuringPeriodValueNewIssues2,,1236000.0,,
ProceedsFromIssuanceOfSharesAndWarrants,,5300000.0,,
ConversionOfSeriesLPreferredStockToCommonStock,,0.0,,
ConversionOfSeriesLPreferredStockToCommonStockAmount,,0.0,,
PipeOffering,,1528200.0,,
CommonStockIssuedFromConversionOfConvertibleDebtValue,,717126.0,,
StockIssuedDuringPeriodValueNewIssues3,,496250.0,,
StockIssuedWholeInLieuOfFractionalSharesResultingFromReverseSplit,,0.0,,
CommonStockIssuedAsCharitableContribution,,7000.0,,
IssuanceOfSharesToConsultantAmount,,10000.0,,
RelativeFairValueDebtDiscountOnWarrantsIssued,,440000.0,,
IssuanceOfSharesDebtRepayment,,566129.0,,
StockIssuedUponVestingOfRsusAmount,,0.0,,
CommonStockIssuedAsIncentiveWithConvertibleDebtAmount,,127600.0,,
IssuanceOfSharesInConnectionWithDebt,,298000.0,,
DeemedDividendsOnInducementShares,,0.0,,
StockIssuedUponVestingOfRsusNetAmount,,-16976.0,,
EquityBasedCompensationNonemployees,,24925.0,,
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures1,,457686.0,,
InvestmentInMembershipInterestsAcquired,,1443335.0,,
ChangeInExercisePrice,,0.0,,
StockIssuedDuringPeriodValueAccruedInterest,,584198.0,,
EmployeeStockPurchases,,385000.0,,385000.0
StockIssuedUponVestingOfRsusAmount1,,-16976.0,,
CommonStockIssuedForConversionOfCashlessWarrantsoptionsAmount,,906225.0,,
AdjustmentsToAdditionalPaidInCapitalWarrantsIssued,,246347.0,,
CommonStockIssuedForConversionOfDebtAmount,,438781.0,,
AcquisitionOfNoncontrollingInterests,,0.0,,
SeriesH4PreferredStockIssuedDuringPeriodValueExerciseOfWarrants,,936423.0,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedWithShortTermLoan,,0.0,,
Distributions,,-252620.0,,
WarrantsAndCommonSharesIssuedForInterestExpense,,217628.0,,
CommonStockIssuedForExtensionOfNotesAmount,,5910.0,,
ConversionOfSeriesDPreferredStockToCommonStock,,3981.0,,
CommonStockCancelledInExtinquishmentOfDebt,,0.0,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,,-93600.0,,
SharebasedCompensationWarrantsAndOptions,,-16532.0,,
EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,,0.0,,
DebtDiscountJPFVF,,1008610.0,,
PreferredStockExchangeSeriesF,,-6653.0,,
PreferredStockExchangeSeriesG,,-10000.0,,
PreferredStockExchangeSeriesH,,-9.0,,
PreferredStockExchangeSeriesL,,16662.0,,
CommonStockIssuedUponVestingOfRestrictedStockUnitsInAprilJulyAndAugustOf2016NetOfPayrollTaxes,,-177823.0,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,,13600.0,
AmortizationOfValueOfEmployeeStockOptions,,,14158.0,13516.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-465848.0,40210.0
CapitalContributionToTrustAccount,,,191209.0,88791.0
StockRepurchasedDuringPeriodUponVestingOfRestrictedStockAwardsValue,,,-9000.0,-26000.0
StockIssuedDuringPeriodValueWarrantsExercised1,,,186450.0,75000.0
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,7745625.0,7745625.0
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,53992.0,
SaleOfCommonStockUnitsNetOfCosts,,,33136060.0,
StockIssuedDuringPeriodValueForDeferredWagesOfRelatedParties,,,43834.0,
PartnersCapitalAccountUnits,,,4948688.0,4948688.0
CommonStockIssuedToEmployeeAmount,,,11690.0,
StockIssuedDuringPeriodValueReverseAcquisitions,,,4695401.0,4695401.0
StockIssuedDuringPeriodValueStockOptionsExercisedAndReleasesOfRestrictedStockUnits,,,102000.0,123000.0
StockIssuedDuringPeriodValueShareBasedCompensationRelatedParties,,,41831.0,
IssuanceOfWarrantsInConjunctionWithNotesPayable,,,0.0,706000.0
CommonStockReturnedAmount,,,0.0,0.0
ValueOfStockOptionsExpensed,,,29251.0,44682.0
CommonStockRepurchasedDuringPeriodValue,,,-187000.0,-82000.0
RestrictedStockCancelledDuringPeriodValue,,,0.0,0.0
StockIssuedCashAmount,,,154675.0,
StockIssuedDuringPeriodValueAdvancePaymentsConvertedToEquity,,,2392441.0,
IssuanceOfCommonStockToAffiliateAmount,,,15000000.0,15000000.0
SharesIssuedInConnectionWithInLicensingAgreements,,,100000.0,0.0
StockIssuedDuringPeriodValueWarrantsExercised2,,,1370835.0,1370835.0
StockBasedCompensationForWarrants,,,187292.0,196750.0
ProceedsFromIssuanceOfFollowOnPublicOfferingNetOfIssuanceCosts,,,15832000.0,
AdjustmentsToAdditionalPaidInCapitalDistributionToParent,,,-5061334.0,
IssuanceOfWarrantsForBoardOfDirectorFees,,,75000.0,
ReclassFromCommonStockToBeIssuedValue,,,,
StockIssuedDuringPeriodValueConvertibleNoteAndInterestConversion,,,10033232.0,1765376.0
StockIssuedDuringPeriodValueStockOptionsExercised1,,,159881.0,
ShareSubscriptionReceivable,,,-2369.0,2369.0
AccruedDividendOnSeriesBPreferredStock,,,-302500.0,-273500.0
StockIssuedToConvertAccruedInterestOnConvertibleNotesPayableValue,,,90182.0,90182.0
StockIssuedDuringPeriodValueReverseMerger,,,880602.0,
NoncontrollingInterestIncreaseFromBusinessCombination,,,13497191.0,
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedInConnectionWithReverseMerger,,,3992000.0,
StockIssuedDuringPeriodValueIssuedForNotePaidInKind,,,314108.0,
IssuanceOfCommonStockAndWarrantsForCancellationOfDebt,,,106193.0,
RestrictedSharesWithheldToSatisfyTaxWithholdingRequirements,,,0.0,
PreferredStockRepurchasedDuringPeriodValue,,,63000.0,41000.0
IssuanceOfCommonStockFromAtthemarketOfferingAndExerciseOfStockOptionsAndWarrantsNet,,,1748000.0,
ProceedsFromStockSubscriptionReceivable,,,100000.0,
StockIssuedDuringPeriodValueIssuedForPPUsInConnectionWithReverseMerger,,,5967000.0,
IssanceOfCommonsStockForSettlementOfNotes,,,10622716.0,10622716.0
PreferredSharesSeriesPutOptionCost,,,-23750.0,-23750.0
PreferredStockIssuedDuringPeriodValueIssuedForServices,,,159337.0,159337.0
StockIssuedDuringPeriodValueSettlementOfDebt,,,2247064.0,
StockIssuedDuringPeriodValueRigthsOffering,,,2533125.0,2533124.0
AdjustmentsToAdditionalPaidInCapitalLicensesIssuedInConnectionWithTenderOffer,,,4735846.0,
StockIssuedDuringPeriodValueConversionOfShortTermNotesPayable,,,266667.0,266667.0
StockIssuedDuringPeriodValueIssuedForVestingOfRestrictedStockUnitsShares,,,0.0,0.0
StockIssuedDuringPeriodReverseStockSplitsAmount,,,0.0,
Sharessurrenderedinstocktransactionsamount,,,-579000.0,
StockIssuedDuringPeriodValueAcquisitionOfNoncontrollingInterest,,,2244286.0,
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedInConnectionWithBackstopAgreement,,,256556.0,
DeemedDividend,,,0.0,
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedInConnectionWithTenderOffer,,,821348.0,
CommonStockValueReservedAndRetiredForExcessTaxBenefitsFromStockBasedCompensation,,,-183333.0,-183333.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,125000.0,-25000.0
SharesSurrenderedInStockTransactionsShares,,,-1.0,
SharesIssuedInConnectionWithInLicensingAgreementsValue,,,4000000.0,4000000.0
IssuanceOfPreferredCommonStockRelatedToDebtConversionAmount,,,4667484.0,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-5640000.0,-13622000.0
WarrantsIssuedInConnectionWithDebtConversion,,,499183.0,
AccretionOfSeriesPreferredStock,,,-363000.0,-483000.0
ReturnableStockIssuedDuringPeriodValueNewIssues,,,137384.0,
WriteoffOfDerivativeLiabilitiesToAdditionalPaidInCapital,,,537698.0,537698.0
NetIncomeLossAttributableToNoncontrollingInterest,,,0.0,0.0
StockIssuedDuringPeriodValueIssuedForInducement,,,1347200.0,883000.0
PreferredStockSharesOutstanding,,,0.0,
AdjustmentsToAdditionalPaidInCapitalDeferredOfferingCost,,,14236.0,
StockIssuedDuringPeriodValueSecuredDebt,,,5177159.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-3116000.0,
AdjustmentsToAdditionalPaidInCapitalWriteOffRelatedPartyDebt,,,6022.0,
AdjustmentsToAdditionalPaidInCapitalCommonStockSubscribed,,,9999.0,
StockIssuedDuringPeriodValueExerciseOfBackstopWarrants,,,-584993.0,
SeriesH4PreferredStockIssuedDuringPeriodValueNewIssues,,,5898339.0,5898339.0
GainsLossesOnSettlementOfDebt,,,0.0,
SeriesH4StockIssuedDuringPeriodValueIssuedForServices,,,0.0,0.0
DeemedDividendOnExchangeOfMergerWarrantsToSeriesIWarrantsAndCommonStockAmount,,,0.0,0.0
NoninterestExpenseOfferingCost,,,,900000.0
StockSubscriptionsReceived1,,,,80295.0
ConversionOfStockOptionsAmount,,,,0.0
StockIssuedDuringPeriodValueUponExerciseOfWarrants,,,,183759.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,,157012.0
EquityPortionOfConvertibleDebentures,,,,91561.0
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,,,0.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationWarrantsRequisiteServicePeriodRecognition,,,,196750.0
WarrantPortionOfPromissoryNotePayable,,,,18650.0
IssuanceOfCommonStockUponExerciseOfOptionsAndWarrants,,,,15000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,,,179467.0
StockIssuedValueForSettlementOfLiabilities,,,,189000.0
PurchaseOfSeriesBPreferredSharesAmount,,,,250000.0
CommonSharesIssuedForExerciseOfWarrantsValue,,,,112500.0
IssuanceOfRestrictedCommonStockAmount,,,,0.0
StockIssuedDuringPeriodValueForCash,,,,34756847.0
ClassBCommonSharesIssuedShares,,,,100.0
SharesPaidForTaxWithholdingForShareBasedCompensation,,,,14.0
SharesSurrenderedInStockTransactionAmount,,,,579000.0
FramerateEarnOut,,,,454000.0
NoncontrollingInterestContribution,,,,300000.0
StockIssuedDuringPeriodValueForLegalSettlement,,,,0.0
StockIssuedValueForExerciseOfWarrants,,,,848.0
InitialAdjustmentOfResultsIfrs,,,,-28811000.0
ContributionOfOverridingRoyaltyInterest,,,,114206.0
ExerciseOfCashlessWarrants,,,,0.0
AdjustmentsToAdditionalPaidInCapitalOptionsIssued,,,,584776.0
ReclassificationAdjustmentRelatingToAvailableforsaleSecuritiesNetOfTaxEffect,,,,22000.0
AdjustedEquity,,,,59422757000.0
StockIssuedDuringPeriodValueConvertibleNotes,,,,2689510.0
ExerciseOfWarrantsForCommonStockValue,,,,103000.0
IssuanceOfSharesUponExerciseOfWarrantsAmount,,,,150000.0
ChangeInUnrealizedGainOnAvailableforsaleSecuritiesNetOfTaxEffect,,,,27000.0
ShareholdersMeeting,,,,-640894000.0
AssignmentOfResultsShareholdersMeeting,,,,-1056057000.0
ConversionOfCommonSharesIntoSeriesConvertiblePreferredStockAmount,,,,-500.0
StockIssuedDuringPeriodValueIssuedForTechnology,,,,0.0
AssignmentOfResultsShareholdersSecondMeeting,,,,-704959000.0
RelatedPartyDebtExchangeForSeriesPreferredStock,,,,6802000.0
IssuanceCommonStockAtTheMarketOfferingValue,,,,38000.0
ReductionOfCapitalContributionOfNonControllingInterest,,,,-137311000.0
StockIssuedDuringPeriodValueStockOptionsAndWarrantsExercised,,,,5373000.0
ExerciseOfWarrantsRelatedToSeriesAValue,,,,4000.0
NumberOfSharesOutstanding,,,,126014050.0
ModificationOfPreferredStock,,,,0.0
PaymentsForRepurchaseOfWarrants,,,,0.0
AdjustmentsForChangesInAccountingPoliciesAndStandards,,,,-235000000.0
AdjustmentsPreviousYearsValue,,,,-235000000.0
StockIssuedDuringPeriodValueIssuedForPurchaseOfWarrants,,,,1000000.0
RestatedBalance,,,,123226000000.0
DividendReimbursement,,,,32770000.0
AfterAdjustmentsRestatedBalance,,,,119280000000.0
StockIssuedDuringPeriodValueIssuedForATMFinancing,,,,96000.0
StockIssuedForCharitableContributions,,,,32900.0
DividendsOnSeriesBPreferredStockAmount,,,,-27000.0
StockIssuedDuringPeriodValueIssuedForConvertibleNoteAndCommitmentShares,,,,25000.0
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedForServices,,,,1072095.0
StockIssuedDuringPeriodValueIssuedForPrepaidServices,,,,30500.0
OutOfPeriodAdjustments,,,,-268000000.0
DividendsOnSeriesCPreferredStockAmount,,,,0.0
ShareDistribution,,,,6000000.0
StockIssuedDuringPeriodValueIssuedForInducementShares,,,,478000.0
LegalReserve,,,,
IncreaseDecreaseThroughOtherContributionsByOwners,,,,5000000.0
CapitalizedContributions,,,,12000000.0
CashDividends,,,,-745000000.0
SeriesDPreferredStockIssuedDuringPeriodValueUnderwrittenPublicOffering,,,,7323000.0
ReserveForNewDevelopments,,,,
IncreaseDecreaseThroughAppropriationOfRetainedEarnings,,,,
IncreaseDecreaseThroughPurchaseOwnSharesInPortfolio,,,,-1245000000.0
VestingOfRestrictedStockUnitsValue,,,,0.0
AdjustmentsForSharebasedPayments,,,,0.0
WarrantsIssuedUponVestingDuringPeriodValueIssuedForServices,,,,270000.0
CashDividendsDistribution,,,,-374000000.0
IncorporationByBusinessCombination,,,,125000000.0
ChangesOfInterestInSubsidiaries,,,,3764000000.0
ShareOfChangesInSubsidiariesEquity,,,,-1909000000.0
ReductionOfIssuedCapital,,,,10000000.0
StockIssuedDuringPeriodValueH4WarrantsExercised,,,,936423.0
AdjustmentsToAdditionalPaidInCapitalBoardOfDirectorsShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,25000.0
ReserveForShareBasedCompensation,,,,84000000.0
OtherChangesInEquityOfSubsidiaries,,,,28000000.0
EquityIncentivePlanGranted,,,,2000000.0
ReimbursementOfExpiredDividends,,,,100000000.0
LossOfControlInSubsidiary,,,,-11730000000.0
IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatResultInLossOfControl,,,,-11772000000.0
ChangesInNoncontrollingInterest,,,,3757000000.0
IncreaseDecreaseThroughTransactionsWithOwners,,,,-1034000000.0
DividendsDistributionToNoncontrollingInterest,,,,-2584000000.0
ReversalBySaleOfInvestmentProperties,,,,
DividendsRecognisedAsDistributionsToNoncontrollingInterests,,,,3758000000.0
CapitalizationOfContributions,,,,12000000.0
IssuanceOfCapitalOfSubsidiaries,,,,4624000000.0
IrrevocableContributions,,,,5000000.0
AcquisitionOfNoncontrollingInterest,,,,-167000000.0
DeemedDividendOnModificationOfH4WarrantsAndIssuanceOfSeriesJWarrants,,,,-6.0
ReleaseOfReserveForFutureDividends,,,,
StockUnissedDuringPeriodValueIssuedForAssetPurchaseAgreement,,,,86875.0
IncreaseDecreaseThroughDisposalOfSubsidiary,,,,-10000000.0
ContributionFromNonControllingInterest,,,,8000000.0
StockIssuedDuringPeriodValuesIssuedForUnissuedStock,,,,0.0
PreferredStockDividendsAndOtherAdjustments,,,,-128914.0
