,2019q2,2018q4,2019q3,2019q4
PreferredStockDeemedDividends,3276000.0,,,
NetIncomeLossAllocatedToGeneralPartners,110.0,-678.0,-25.0,-70.0
BankOwnedLifeInsuranceIncome,110000.0,112000.0,112000.0,158000.0
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,1126000.0,1974946.0,3883000.0,4584000.0
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,-0.15,,,
InterestExpenseRelatedParty,323112.0,0.0,7334.0,583448.0
OtherNonoperatingIncome,92705.0,0.0,52984.0,2500.0
SellingAndMarketingExpense,820000.0,0.0,603000.0,1095000.0
ImpairmentOfIntangibleAssetsExcludingGoodwill,0.0,2884896.0,,471083.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,539141.0,-40853.0,-5273000.0,-11924.0
NetIncomeLossAllocatedToLimitedPartners,-6927.0,-3060.0,-2.0,-153709.0
AvailableForSaleSecuritiesGrossRealizedGainLossNet,3000.0,240000.0,0.0,-19977.0
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,22431.0,451877.0,319899.0,81636.0
ProfitLossFromDiscontinuedOperations,276177000.0,,,20377000000.0
GainOnSaleOfInvestments,212000.0,0.0,0.0,0.0
ProfitLossAttributableToOwnersOfParent,17519598000.0,-73712.0,,-5578392.0
DistributionAndMarketingFees,198415.0,11776.0,10199.0,182508.0
LowIncomeHousingPartnershipGainLosses,-214000.0,-189000.0,-384000.0,-189000.0
AdjustedWeightedAverageShares,547635558.0,,,
OtherServiceChargesAndFees,180000.0,528000.0,175000.0,173000.0
DeferredIncomeTaxExpenseBenefit,723029.0,-659571.0,0.0,-443000.0
InvestmentIncomeInterest,40.0,37156.0,14.0,107100.0
InterestAndOtherIncome,39000.0,,2000.0,3000.0
PreferredStockDividendsIncomeStatementImpact,1294000.0,3849.0,2668000.0,949000.0
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,-1.0,-1.0,-2.0,-8.0
ProfitLossAttributableToNoncontrollingInterests,-13000.0,0.0,0.0,42742.0
DebtSecuritiesGainLoss,231000.0,0.0,231000.0,0.0
IncomeLossAttributableToParent,-506087.0,-211265.0,-22665000.0,-5857000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-1911.0,-2385.0,0.0,-50411.0
PreferredShareRedemptionDiscount,-63244.0,-89327.0,-70909.0,116017.0
NoninterestExpenseTransferAgentAndCustodianFees,559.0,647.0,10754.0,116346.0
AtmAndCheckCardFeesIncome,369000.0,353000.0,898000.0,1276000.0
OperatingExpenses,8336654.0,416218.0,304403.0,2764000.0
OtherIncome,2324243000.0,0.0,84000.0,0.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,-189000.0,110.0,10000.0,-264000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,2938.0,397786.0,-6317.0,-67000.0
EarningsPerShareNonControllingInterestBasicAndDiluted,0.0,,,
WeightedAverageLimitedPartnershipUnitsOutstanding,18795.0,18770.0,1549246.0,20727.0
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,-4645000.0,-236000.0,-10240.0,0.0
BusinessPermitsAndLicensesFees,12000.0,10893.0,87727.0,79636.0
WeightedAverageShares,1505170408.0,40870275.0,13620813.0,40870275.0
MortgageBankingIncome,147000.0,672000.0,456000.0,834000.0
GainLossOnDispositionOfAssets,47392.0,0.0,-32777.0,-220000.0
GeneralAndAdministrativeExpense,196542.0,900478.0,411185.0,808000.0
GainLossOnSaleOfPropertyPlantEquipment,0.0,9000.0,18100.0,106000.0
InterestExpense,867561.0,257849.0,3456.0,9633.0
Dividends,-74700.0,,271000.0,42750.0
GainsLossesOnExchangeDifferencesOnTranslationBeforeTax,-1258000.0,,,
BasicAndDilutedEarningsLossPerShare,-0.01,-0.006,-0.006,-0.003
InsuranceCommissionsAndFees,182000.0,221000.0,436000.0,206000.0
WeightedAverageNumberOfSharesIssuedBasic,8287.0,67894207.0,19581000.0,67894207.0
GainLossOnSaleOfOtherAssets,685000.0,129000.0,0.0,0.0
NetLossAvailableToCommonStockholdersBasicDiluted,-0.12,,,
DebtInstrumentConvertibleGainLoss,0.0,,,
NonoperatingIncomeExpense,-169000.0,-132617.0,-842295.0,-26390.0
DividendsPreferredStockPaidinkind,2238000.0,,79000.0,412799.0
FloorBrokerageExchangeAndClearanceFees,13466.0,56262.0,20470.0,56262.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,430451.0,169492.0,-861637.0,
ComprehensiveIncome,-14863.0,-2004290.0,-1122820.0,-85572.0
BasicAndDilutedEarningsLossPerShareFromContinuingOperations,11.46,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.004,0.0,-0.11,0.0
PreferredStockDividendsAndOtherAdjustments,904450.0,-256438.0,0.0,19000.0
OtherComprehensiveIncomeChangeInUnrealizedGainOnInvestmentsAvailableForSaleNetOfTaxEffect,0.0,0.0,,27000.0
AppraisalManagementFeeIncome,862000.0,2442000.0,1974000.0,799000.0
OperatingIncomeLoss,-1057018.0,3404000.0,-589313.0,229315.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-52375.0,647000.0,-1846772.0,74931.0
PreferredStockDividendsPerShareDeclared,0.01,,0.01,
OtherNonoperatingIncomeExpense,-5425.0,-65000.0,78348.0,-5599289.0
OtherComprehensiveIncomeReclassificationAdjustmentRelatingToAvailableForSaleInvestmentsDisposedOfInPeriodNetOfTaxEffect,22000.0,0.0,0.0,0.0
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.108,-33.0,-0.01,-0.28
SalariesWagesAndOfficersCompensation,3100000.0,351498.0,6147000.0,1730386.0
GainLossOnSaleAndWrite-DownOfOtherRealEstateAndRepossessedAssets,6000.0,17000.0,-17000.0,-18000.0
PensionAndOtherPostretirementBenefitExpense,776340.0,2016923.0,1582680.0,695735.0
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,0.0,2600.0,0.0,91000.0
EmployeeBenefitsAndShareBasedCompensation,12000.0,88675.0,540189.0,8000.0
GainLossOnDeemedSaleOfBusiness,128000.0,,,
CurrentIncomeTaxExpenseBenefit,0.0,8000.0,224000.0,0.0
OtherComprehensiveIncomeLossTax,159000.0,-16000.0,229000.0,334000.0
NoninterestIncomeOtherOperatingIncome,1339000.0,4023000.0,547786.0,4287000.0
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,0.0,162014.0,0.0,0.0
TotalExpensesGross,141974.0,392703.0,12096.0,4759592.0
NoninterestIncome,3736000.0,3915000.0,4265000.0,1542793.0
ExpensesWaivedBySponsor,17215.0,284299.0,379836.0,170846.0
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,-358000.0,,,
ContinuingOperationsBasic,-0.01,,,
GainLossOnSaleOfBusiness,138284.0,18875.0,,
ContinuingOperationsDiluted,-0.01,,,
EquipmentExpense,269000.0,224000.0,294000.0,271000.0
LaborAndRelatedExpense,1458152.0,374532.0,313898.0,1045083.0
ForeignCurrencyTransactionGainLossBeforeTax,-9616.0,229484.0,69000.0,-4840.0
IncomeLossFromDiscontinuedOperationsNetOfTax,0.0,6218000.0,-13000.0,-8000.0
EarningsPerShareBasicAndDiluted,-0.52,-0.75,-0.37,-1.01
ProfitLoss,6791000.0,31693.0,1290000.0,3467000.0
OtherComprehensiveIncomeLossNetOfTax,-11.0,-74378.0,2916554.0,-1579.0
OccupancyNet,1737000.0,1669000.0,3548000.0,606629.0
OtherRealEstateOwnedExpense,274000.0,22000.0,25000.0,405000.0
DiscontinuedOperationsBasic,0.0,,,
MarketingExpense,600000.0,1262000.0,1300000.0,559000.0
ProfessionalFees,29204.0,148123.0,429000.0,20291424.0
EarningsPerWeightedAverageShare,-0.34,-3.29,0.93,-0.59
DividendsDeclaredAndPaidPerCommonShare,0.1,0.3,0.1,0.1
DiscontinuedOperationsDiluted,0.02,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10000000.0,223758532.0,29879754.0,44100816.0
UnrealizedGainLossOnInvestments,789000.0,1525000.0,,
MarketingAndAdvertisingExpense,14767.0,42793.0,541000.0,50127.0
LegalFees,210538.0,94102.0,39584.0,24663.0
DebitCardExpense,209000.0,320000.0,239000.0,282000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.0,0.0,0.01,0.0
NetLossIncome,367000.0,,,
AtmAndCheckCardFees,193000.0,183000.0,195000.0,670000.0
WeightedAverageNumberOfCommonSharesOutstandingBasic,211483671.0,,,
WeightedAverageNumberOfCommonSharesOutstandingDiluted,218460355.0,,,
IncomeLossFromContinuingOperations,-1228012.0,173257.0,-1777000.0,-4029266.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-257000.0,116000.0,2806.0,4000.0
TelecommunicationAndDataProcessingExpense,334000.0,1152000.0,426000.0,401000.0
FederalDepositInsuranceCorporationPremiumExpense,48000.0,81000.0,84000.0,248000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,489000.0,977000.0,-5296000.0,-2119000.0
AppraisalManagementFeeExpense,662000.0,1873000.0,1526000.0,2538000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,1000.0,-1000.0,-13000.0,1859902.0
NoninterestExpenseDirectorsFees,114000.0,15000.0,228000.0,117000.0
OtherNoninterestExpense,33291.0,1890604.0,66139.0,1653969.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,45000.0,1000.0,29000.0,17379.0
BankFranchiseTax,131000.0,417000.0,283000.0,195000.0
ComprehensiveIncomeNetOfTax,202000.0,-18169939.0,-333000.0,969000.0
OtherOperatingExpenses,1012000.0,2836000.0,927000.0,978000.0
IncomeLossFromContinuingOperationsPerBasicShare,-3.12,0.0,-0.49,0.0
NoninterestExpense,7030000.0,533130.0,656692.0,766654.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,242000.0,11237000.0,5038982.0,-31816000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.0,0.01,0.0,0.0
IncomeTaxExpenseBenefit,785000.0,14000.0,847779.0,-268314.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,156233.0,669975.0,1704000.0,-3866188.0
IncomeLossFromContinuingOperationsPerDilutedShare,0.0,0.0,0.02,0.0
NetIncomeLossAttributableToNoncontrollingInterest,-149000.0,-54757.0,18809.0,-5.0
CommonStockDividendsPerShareDeclared,1.2,0.51,0.045,0.14
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,0.31,0.0,0.0,0.0
NetIncomeLoss,-10185118.0,-22731000.0,653000.0,-2460000.0
DividendsPreferredStock,4667.0,344724.0,115000.0,310000.0
NetIncomeLossAvailableToCommonStockholdersBasic,-2512000.0,-12855000.0,270000.0,205114.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,1257.0,307442.0,1.0,0.0
EarningsPerShareBasic,0.08,-0.05,-0.19,-0.19
EarningsPerShareDiluted,-0.44,-0.02,-0.06,-0.08
CommonStockDividendsPerShareCashPaid,0.0,0.0,0.0,0.25
WeightedAverageNumberOfSharesOutstandingBasic,5114.0,13665976.0,1529898.0,15905348.0
WeightedAverageNumberOfDilutedSharesOutstanding,27828383.0,35171419.0,1863.0,21686085.0
CoalSalesRevenue,,19231249.0,,
CoalSales,,13770183.0,,
RoyaltiesAndFeeRevenues,,4831305.0,,
GrantIncome,,0.0,,476556.0
SubscriptionRevenueNet,,7719857.0,,
AssumedPremiumsEarned,,47000.0,,
ProcessingServicesIncome,,159724.0,,
AdministrativeFeesAndOtherRevenues,,47177.0,,
PreownedVehicleSales,,18975968.0,,
RestaurantRevenueCraftPizza,,3663255.0,,
CryptocurrencyMiningServiceRevenueNet,,0.0,,
EmployeeBenefitsExpense,,1090634.0,,0.0
OtherSalesAndRevenue,,427997.0,,
CededPremiumsWritten,,733000.0,,
FacilityCosts,,8117.0,20985.0,139559.0
CostOfCoalSalesAndProcessing,,-8961653.0,,
NonCashCompensationResearchAndDevelopmentExpenses,,0.0,,
RestaurantRevenueNontraditional,,871192.0,,
InvestorRelationsExpense,,0.0,20096.0,20096.0
ResearchAndDevelopmentInProcess,,14501622.0,14501622.0,0.0
ChangeInLossExperienceRefundPayable,,-1470000.0,,
AdvertisingExpense,,1459308.0,,
OtherNoncashExpense,,0.0,,
ProductWarrantyExpense,,13000.0,,
SubscriptionAndSupportFees,,546036.0,,
CostsIncurredExplorationCosts,,0.0,,
OperatingCostsAndExpenses,,186671.0,27789.0,0.0
ChangeInUnearnedPremiumsReserve,,-17309000.0,,
InterestIncomeSecuritiesTaxExempt,,332102.0,,
ProfessionalFeesExpense,,8250.0,,4175.0
TravelExpense,,188092.0,,0.0
CostDirectMaterial,,387360.0,,
CostOfGoodsAndServicesSoldDepreciation,,2128668.0,2137000.0,
RefineryOperatingExpenses,,4384000.0,,
Commissions,,2958173.0,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,605500.0,,
AmortizationOfMiningRights,,-181385.0,,
LossOnConversionOfDebt,,,,
DerivativeGainOnDerivative,,-8643561.0,,1830.0
ShareholdersInformationServicesExpense,,52714.0,,379058.0
RentalExpense,,17039.0,,188000000.0
LicenseExpense,,0.0,,
LossOnWriteoffOfCostMethodInvestment,,0.0,,
GainLossOnNonRecourseDebt,,,,
LicensesFees,,16800.0,,
OfficerRenumerationFee,,736431.0,,
ChangeInFairValueOfEmbeddedConversionOption,,,,
FinancingCosts,,1284346.0,,
OtherCostOfOperatingRevenue,,29000.0,,
ExclusivityFeeExpense,,0.0,,0.0
ConsultingFeesRelatedParty,,-12340615.0,,
ModificationOfWarrants1,,63768.0,,
RestaurantExpensesCraftPizza,,2877957.0,,
SettlementOfObligation,,0.0,,
WriteOffOfDeferredDebtIssuanceCost,,39310.0,,
RoyaltyExpense,,-4974013.0,,
LossOnStockSettlement,,477126.0,,
DeemedDividendOnMay2017InducementShares,,0.0,,
ImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,,0.0,,0.0
NetForeignExchangeGain,,0.0,,57121.0
ProductionTaxesAndRoyalties,,-1250365.0,,
DeemedDividendOnAugust2017InducementShares,,3120000.0,,
LossOnSettlementOfDebt,,728328.0,,
TemporaryEquityAccretionToRedemptionValueAdjustment,,0.0,,
RestaurantExpensesNontraditional,,279079.0,,
ModificationOfNotesDueToEmployees,,0.0,,
DeemedDividendOnInducementShares,,1388179.0,,
GainLossOnContractTermination,,-362000.0,,
GainLossOnWarrantLiability,,-30000.0,,
ImpairmentLossFromNotesReceivableFromRelatedParty,,-250000.0,,
GainLossOnTaxSettlement,,0.0,,
GainLossOnWarrantLiabilitiesNetPretax,,-33000.0,-47000.0,0.0
DeemedDividendOnWarrantRepricing,,19413.0,,
MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments,,-175000.0,,
GainsLossesOnSalesOfOtherRealEstate,,271490.0,,
GainOnSettlementOfAccountsPayable,,0.0,,
DevelopmentCosts,,-6850062.0,,
OtherGainsLosses,,0.0,,
DeemedDividendOnPreferredStockExchange,,5411284.0,,
GainLossOnServiceAgreement,,0.0,,
DeemedDividendOnIncentiveShares,,3120000.0,,
GainsLossesOnExtinguishmentOfDebtRelatedParties,,2339353.0,,
FinancingFeesAssociatedWithDebtModification,,105800.0,,
DebtSettlementExpense,,0.0,,
ShareOfProfitLossOfJointVenturesAccountedForUsingEquityMethod,,7591.0,,
DeemedDividendOnWarrantReprice,,19413.0,,
ImpairmentOfLongLivedAssetsHeldForUse,,0.0,6793000.0,0.0
GainLossOnSettlementAssetRetirementObligation,,0.0,,
ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,-110007.0,,-2481000000.0
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,-109000.0,5413.0,-582237.0
GainOnBargainPurchase,,2005282.0,,
DerivativeCostOfHedge,,2787712.0,,
RealizedGainLossOnCryptocurrency,,0.0,,
GainOnCancelationOfDebt,,0.0,,
GainLossOnSaleOfShareInSubsidiary,,-15000.0,,-15000.0
AdjustValuationOfReceivables,,-1295805.0,,
ReceiptOfPreviouslyImpairedReceivable,,92573.0,,
IncomeLossAttributableToSeries20181Noteholders,,0.0,,
UnrealizedGainLossOnCryptocurrency,,0.0,,
DeferredFederalIncomeTaxExpenseBenefit,,0.0,,
PreferredStockAccretionOfRedemptionDiscount,,400616.0,,
AmortizationOfFinancingCosts,,9406.0,2683936.0,
NetLoss,,-4865933.0,-4261000.0,-88405.0
DeemedCapitalDistributionOnAcquisitionOfCommonControlEntity,,,,
GainOnInterestForgiveness,,381.0,,
BasicEarningsLossPerShareFromContinuingOperations,,0.0,,-0.005
GainOnPrepaymentOfLongtermDebt,,-504000.0,,
PreferredStockExchange,,1245000.0,,
LossOnSaleOfOtherInvestments,,0.0,,
DebtRelease,,7790.0,,
DilutedEarningsLossPerShareFromContinuingOperations,,0.0,,-4.68
BasicEarningsLossPerShare,,-0.06,,8.6
DilutedEarningsLossPerShare,,32255112.0,,-143.1
PreferredStockExchangePerShare,,-0.01,,
IncomeTaxExpenseBenefitContinuingOperationsDiscontinuedOperationsExtraordinaryItems,,501651.0,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,,60000.0,,
UnrealizedGainsOnAfsSecurities,,-15600.0,,
OilAndNaturalGasRevenue,,,319221.0,410432.0
AssumedPremiumsWritten,,,1116000.0,47000.0
ExplorationCosts,,,28369.0,
TechnologyRevenue,,,872000.0,3962000.0
TestingServices,,,16760000.0,
GainLossOnExperienceRefundPayable,,,-225000.0,0.0
RoyaltyRevenues,,,0.0,0.0
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,,2562000.0,6509000.0
ProfessionalServicesRevenue,,,10913000.0,5015000.0
NonCashStockExpenseAssociatedWithInLicensingAgreements,,,100000.0,100000.0
ProjectFeeRevenueOther,,,0.0,0.0
MaintenanceReservesRevenueNet,,,0.0,0.0
IncreaseDecreaseInUnearnedPremiumsNet,,,-1023000.0,653000.0
CapitalLeasesIncomeStatementLeaseRevenue,,,361300.0,764800.0
ApplicationServerAndSoftwareExpense,,,1582905.0,1238800.0
RealEstateRevenue,,,2414000.0,17000.0
DepreciationNonproduction,,,1665.0,
TechnologyCostOfRevenue,,,761000.0,405000.0
TowerAndRelatedExpense,,,5698442.0,1171147.0
ProfessionalServicesCostOfRevenue,,,16198000.0,2561000.0
ImpairmentOfInvestments,,,0.0,2884896.0
FeeAndCommissionExpense,,,764000.0,5892000000.0
ProductionRelatedImpairmentsOrCharges,,,0.0,0.0
TechnologyGrossProfit,,,503000.0,487000.0
ConsultingAndAccountingRelatedParty,,,9000.0,9000.0
FuelCosts,,,4623000.0,
ProfessionalServicesGrossProfit,,,5332000.0,2454000.0
GainLossOnSettlementOfLiability,,,0.0,0.0
GainLossOnDispositionOfOtherFinancialAssets,,,-148548.0,
DeemedDividendOn8ConvertiblePreferredStock,,,1023786.0,
LossOnCourseDevelopmentImpairment,,,286000.0,
OperatingInsuranceAndClaimsCostsProduction,,,2211000.0,
GainLossOnAssumptionOfPearsoniaInterests,,,0.0,
GainLossOnWarrantSettlement,,,-50000.0,0.0
N8ConvertiblePreferredStockDividendInCommonStock,,,0.0,
LossOnImpairmentAndDispositionOfPropertyAndEquipment,,,378000.0,
GainLossOnRedetermination,,,-11914204.0,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,887926.0,0.0
N8ConvertiblePreferredStockDividendInCash1,,,794350.0,
AircraftMaintenanceMaterialsAndRepairs,,,68900.0,245300.0
TaxesOther,,,25600.0,88700.0
ProceedsFromWarrantExercises,,,0.0,
ProfitLossFromRealEstateOperations,,,0.0,
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,,,-4022547.0,8765000.0
ForeignIncomeTaxExpenseBenefitContinuingOperations,,,,
DividendsPreferredStockPutOptionCost,,,23750.0,0.0
GainLossOnSaleOfPropertiesNetOfApplicableIncomeTaxes,,,0.0,0.0
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,0.0,
IncomeFromSalesRentalAndServices,,,,7574995000.0
RevenuesNonRelatedParty,,,,48013.0
RevenuesRelatedParty,,,,0.0
IncomeFromExpensesAndCollectivePromotionFund,,,,3071335000.0
InitialRecognitionAndChangesInTheFairValueOfBiologicalAssetsAndAgriculturalProductsAtThePointOfHarvest,,,,177000000.0
ExplorationExpenseMineralProperties,,,,686000.0
ChangesInTheNetRealizableValueOfAgriculturalProductsAfterHarvest,,,,-372000000.0
TechnologyServicesCosts1,,,,20000.0
OperatingLeaseImpairmentLoss,,,,228514000.0
BoatExpenses,,,,
OtherRestructuringCosts,,,,250000.0
NetGainFromFairValueAdjustmentsOfInvestmentProperties,,,,16981000000.0
NetSalesRevenueRelatedParty,,,,459091.0
GainlossFromDisposalOfFarmlands,,,,441000000.0
ImpairmentOfCostOfRevenues,,,,0.0
TangibleAssetImpairmentCharges,,,,0.0
AccountingAndAuditFees,,,,-3500.0
GainLossOnPlantAcquisition,,,,1500000.0
EmployeeBenefitsAndShareBasedCompensationNoncash,,,,716833.0
OtherOperatingIncomeExpense,,,,301000000.0
ProfitFromOperationsBeforeFinancialResultsAndIncomeTax,,,,-14786000000.0
ManagementFees1,,,,-1019000000.0
RecoveryProvisionForImpairmentLosses,,,,109000.0
GainLossOnDeposit,,,,-100000.0
GainLossOnModificationOfWarrants,,,,0.0
ImpairmentLossRecognisedInProfitOrLossTradeReceivables,,,,85114.0
GainLossOnStockSettlement,,,,-223825.0
ImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment,,,,123000000.0
GainLossRelatedToTaxSettlement,,,,443110.0
ProfitFromOperationsBeforeFinancingAndTaxation,,,,3349000000.0
TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnRestructuringNetOfTax,,,,0.0
OtherFinanceIncomeCost,,,,6404000000.0
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,0.0
InflationAdjustment,,,,431000000.0
MiscellaneousOtherOperatingExpense,,,,24680.0
FinanceIncomeCost,,,,-1072271000.0
GainsLossesOnLitigationSettlements,,,,0.0
IncomeTaxesPaid,,,,0.0
GainLossOnConversionOfNotesPayable,,,,5695.0
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,474909.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,,-30526.0
EarningsPerShareAttributableToNoncontrollingInterestsBasicAndDiluted,,,,-0.01
EarningsPerShareAttributableToCommonStockholdersBasicAndDiluted,,,,-0.16
ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,,,,-8201000000.0
ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVentures,,,,1945000000.0
IncomeLossFromDiscontinuedOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-160000.0
RevaluationSurplus1,,,,
IncomeTaxExpenseBenefitDiscontinuedOperations,,,,12000.0
OtherComprehensiveIncomeNetOfTaxGainsLossesOnHedgingInstrumentsThatHedgeInvestmentsInEquityInstruments,,,,13000000.0
OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,,-18000000.0
OtherComprehensiveIncomeFromContinuingOperations,,,,8281000000.0
OtherComprehensiveIncomeFromDiscontinuedOperations,,,,14000000.0
ComprehensiveIncomeFromContinuingOperations,,,,-3702000000.0
ComprehensiveIncomeFromDiscontinuingOperations,,,,494000000.0
ComprehensiveIncomeFromContinuingOperationsAttributableToOwnersOfParent,,,,-3791000000.0
ComprehensiveIncomeFromContinuingOperationsAttributableToNoncontrollingInterests,,,,-1244000000.0
IncomeFromContinuingOperationsAttributableToOwnersOfParent,,,,-5761000000.0
ProfitLossFromContinuingOperationsAttributableToNoncontrollingInterests,,,,-9936000000.0
ComprehensiveIncomeFromContinuingOperationsAttributableToOwnersOfParent1,,,,-3164000000.0
ComprehensiveIncomeFromContinuingOperationsAttributableToNoncontrollingInterests1,,,,-2005000000.0
ComprehensiveIncomeAttributableToOwnersOfParent,,,,1005000000.0
ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,-10114000000.0
