,2019q2,2018q4,2019q3,2019q4
AdvancePremiums,-3064413.0,-2888720.0,-2107629.0,-3737491.0
EquityInTradingAccountsAssets,8862641.0,13384237.0,5867925.0,609219.0
MandatorilyRedeemableSeriesBPreferred,3073000.0,2946000.0,3098000.0,3048000.0
AssetsHeldForSaleNotPartOfDisposalGroup,0.0,0.0,1691588.0,0.0
CapitalizedContractCostNetNoncurrent,338000.0,364000.0,342000.0,414000.0
AssetsCurrent,11790147.0,15151.0,3051173.0,2810.0
DeferredTaxAssetsNetNoncurrent,8908000.0,3317000.0,4817309.0,75000.0
CommonStockCapitalSharesReservedForFutureIssuance,97321836.0,676298315.0,505476599.0,
AccruedOfficersCompensation,70000.0,,,
DeferredCompensationLiabilityCurrent,854000.0,1531000.0,457000.0,96000.0
FixturesAndEquipmentGross,544533.0,3169158.0,,
LitigationReserveCurrent,114408.0,113688.0,115128.0,
DeferredTaxLiabilitiesCurrent,0.0,,,
PreferredStockSharesIssued,0.0,0.0,0.0,67.0
TreasuryStockShares,19802.0,6704.0,20000.0,6704.0
ReinsurancePayable,1933376.0,11187.0,11187.0,1933376.0
RelatedPartyDepositLiabilities,89000.0,98000.0,0.0,
OtherIntangibleAssetsNet,739024.0,831401.0,207000.0,15377000.0
ProductWarrantyAccrualClassifiedCurrent,5000.0,1389000.0,1440000.0,1546000.0
WebsiteAcquisitionAssetsNet,300349.0,192535.0,,
DeferredRoyaltyLiabilityLongTerm,136000.0,,,
ConvertibleNotesPayableBridgeNoteNetOfPremium,0.0,0.0,,
SeriesDLiquidationPreference,5002470.0,4920178.0,,
LandBuildingsAndImprovementsGross,0.0,,,
UnsecuredPromissoryNotes,11991018.0,11733142.0,,
FinancialInstrumentsSoldNotYetPurchasedAndAssetBackedSecurities,0.0,,,
FiniteLivedIntangibleAssetsNet,16309652.0,258093.0,3877027.0,274446.0
LongTermInvestments,240000.0,9136000.0,21048000.0,240000.0
FinanceLeaseLiability,323000.0,13379962.0,424000.0,21314.0
AccruedEmployeeBenefitsCurrent,1440476.0,1937021.0,225720.0,0.0
LongTermDebtAndCapitalLeaseObligations,1165660.0,13284.0,0.0,
CapitalizedComputerSoftwareNet,589584.0,86857.0,659092.0,1361000.0
VehiclesGross,36020.0,36020.0,,
DebtCurrent,411000.0,3297000.0,,
PreferredStockSharesOutstanding,0.0,0.0,0.0,21267.0
BuilderDepositLiability,5356718.0,5356718.0,3878842.0,3878842.0
SeverancePayable,0.0,0.0,,
DepositAssets,309000.0,1670917.0,23603.0,1670917.0
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,4736.0,5001.0,4565.0,4653.0
PropertyPlantAndEquipmentOther,683157.0,317558.0,8120.0,833000.0
DepositsMoneyMarketDepositsAndNegotiableOrderOfWithdrawalNOW,493773000.0,478898000.0,488461000.0,475223000.0
DueToAffiliateCurrent,20000.0,306756.0,343446.0,202146.0
LoansReceivedCurrent,91000.0,3604000.0,92000.0,4008000.0
LoansPayableToBank,2934000.0,1908000.0,228725.0,2780000.0
LongTermDebtRelatedPartyCurrent,7041000.0,,,
AccruedSalariesCurrent,4715000.0,,122000.0,9477.0
WarrantLiabilities,33673.0,19376.0,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.01,0.001
AccountsPayableTradeCurrent,2156646.0,1512617.0,1512617.0,2156646.0
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,-898922.0,1068337.0,3103159.0,2670233.0
ConvertibleNotesPayableInDefault,457300.0,451300.0,457300.0,457300.0
ReserveOfSharebasedPayments,27607.0,,,
ConvertibleDebtNoncurrent,85000.0,50000.0,19350294.0,0.0
ManagementFeePayableToSponsor,46455.0,51658.0,26473.0,48550.0
NotesPayableToBank,183917.0,199935.0,199935.0,0.0
DividendsPayableCurrent,84000.0,8233000.0,254000.0,256000.0
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,0.0,8309.0,0.0,0.0
AssetsNoncurrent,66892000.0,16536404.0,10704898.0,10704898.0
LeaseholdImprovementsGross,20021.0,111845.0,276112.0,170701.0
AccountsPayableCurrentAndNoncurrent,173998.0,87290.0,71091.0,277274.0
TimeDeposits100000OrMore,20362000.0,16777000.0,16239000.0,16239000.0
OtherLongTermDebtCurrent,88226.0,237000.0,7584000.0,192263.0
WarrantsNotSettleableInCashFairValueDisclosure,4728000.0,,,
DeferredTaxLiabilitiesDerivatives,0.0,2255781.0,1690304.0,2255781.0
DebtSecuritiesIssuedNet,28538000.0,23555000.0,28538000.0,26776000.0
DeferredCreditsAndOtherLiabilitiesCurrent,517710.0,306564.0,517710.0,426864.0
NotesReceivableNet,949000.0,198000.0,4921.0,8248.0
NotesPayableRelatedPartiesCurrentAndNoncurrent,76000.0,76000.0,21612.0,0.0
ConvertibleNotesPayableInDefaultRelatedParties,341000.0,234500.0,370200.0,341000.0
NoninterestBearingDepositLiabilities,298817000.0,163913000.0,157146000.0,339081000.0
CustomerLiabilities,82032000.0,69840000.0,174143000.0,150615000.0
LongTermDebtAndCapitalLeaseObligationsCurrent,3674000.0,3674000.0,,
LoansPayable,4409000.0,12500000.0,829878.0,9086110.0
AccruedCompensationCurrent,540674.0,,849498.0,849498.0
GrapesPayable,1019129.0,401854.0,0.0,285500.0
AccruedLiabilitiesAndOtherLiabilitiesRelatedParty,0.0,310000.0,0.0,0.0
PropertyPlantAndEquipmentGross,295800.0,5485167.0,112834000.0,902000.0
PayableForPurchasesOfCommercialPaper,0.0,,0.0,0.0
DeferredLongTermLiabilityCharges,79000.0,,,
NotesPayableToBankCurrent,0.0,1000000.0,7392.0,871429.0
PrepaidExpenseAndOtherAssetsNoncurrent,1162500.0,1240000.0,176000.0,176000.0
AccruedRoyaltiesCurrent,228606.0,1075595.0,1129455.0,875000.0
BusinessCombinationContingentConsiderationLiability,13377000.0,14404000.0,,
TimeDepositsLessThan100000,83926000.0,90950000.0,86934000.0,86934000.0
WorkersCompensationLiabilityCurrent,1003643.0,1013238.0,939081.0,0.0
AccruedExpenses,1462000.0,,,
PreferredStockValue1,167017.0,148736.0,,
InterestBearingDomesticDepositDemand,131469439.0,127426517.0,177815417.0,177815417.0
IssuedCapital,275068.0,7880660.0,6507198.0,391200000.0
DueToRelatedPartiesCurrentAndNoncurrent,10671806.0,1573083.0,266332.0,1611981.0
SecuredDebt,4978000.0,86282000.0,15896000.0,89884000.0
OperatingLeaseLiability,2746000.0,,15856000.0,11865.0
NotesAndLoansPayableCurrent,5800.0,994258.0,246400.0,3732000.0
NotesPayable,822021.0,596577.0,514000.0,200430.0
DividendsPayableCurrentAndNoncurrent,9000.0,8534000.0,281000.0,0.0
TemporaryEquityAggregateAmountOfRedemptionRequirement,3037952.0,3082211.0,3037952.0,2983857.0
OilAndGasSalesPayableCurrent,427859.0,908634.0,2727615.0,
OtherEquityInterest,11442144000.0,,,
CommonStockSharesIssued,136953904.0,13882937.0,177417287.0,18366178.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,826667.0,17296000.0,741000.0,0.0
AccruedSalesCommissionCurrent,508083.0,2466000.0,107000.0,2116000.0
SalesAndExciseTaxPayableCurrent,16000.0,17000.0,219286.0,480000.0
DepositsMoneyMarketDeposits,96208647.0,85947545.0,85261685.0,96309501.0
DeferredTaxAssetsNetCurrent,-1040641.0,0.0,,
BusinessCombinationContingentConsiderationLiabilityCurrent,0.0,,1318524.0,268000.0
AccruedExpensesRelatedParty,1733000.0,0.0,,
CurrentPortionOfDeferredGain,150448.0,150448.0,150448.0,150448.0
NotesPayableSubordinated,400000.0,0.0,400000.0,400000.0
InterestBearing,434179000.0,406944000.0,445553000.0,434179000.0
LongTermLoansPayable,1161000.0,69373.0,1076000.0,0.0
PreferredStockSeriesB1,1762193.0,1576930.0,,
AdditionalPaidInCapitalWarrants,757704.0,,,9700102.0
LeaseAccelerationPayableCurrent,1914000.0,,,
OtherNotesPayableCurrent,120611.0,120611.0,0.0,135728.0
PropertyPlantAndEquipmentNet,0.0,186282.0,6005335.0,82261000.0
ConvertibleDebt,1790358.0,8261505.0,1506555.0,57300.0
DeferredRentCreditCurrent,44623.0,114000.0,0.0,44623.0
AdditionalPaidInCapitalBeneficialConversionFeature,0.0,,,
SubscriptionsPayable,5345.0,,,
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,60470.0,,,
AcquisitionHoldbackCurrent,966667.0,1379512.0,500000.0,375000.0
CommonStockClassBValue,0.0,0.0,,
Eb5LongTermPromissoryNotes,34500000.0,34000000.0,36500000.0,35500000.0
LoansPayableToBankCurrent,86000000.0,478000.0,488000.0,488000.0
DrillingAdvances,680248.0,680248.0,,
DeferredRentCurrent,0.0,0.0,0.0,0.0
NotesPayableSubordinatedRelatedParty,0.0,0.0,0.0,30200000.0
DepositsSavingsDeposits,93129875.0,98664688.0,95455903.0,93129875.0
SecuredCreditFacilityRelatedParty,14299436.0,19205071.0,14299436.0,
StatutoryReserve,383393000.0,,,
DeferredDistributionPayments,8534000.0,,8534000.0,8534000.0
OtherLongTermDebtNoncurrent,789000.0,74000.0,73952.0,0.0
AccruedDividendsNoncurrent,2608300.0,,,
CustomerAdvancesCurrent,8469000.0,3918000.0,8417000.0,63800.0
DebtDefaultShorttermDebtAmount,30000.0,30000.0,105000.0,152500.0
AccruedIncomeTaxesCurrent,248279.0,8850.0,5900.0,83000.0
DisposalGroupIncludingDiscontinuedOperationOtherAssets,60740.0,,69000.0,
OtherReserves,4406281000.0,1184653.0,,1037274.0
DerivativeLiabilities,146294.0,1879930.0,0.0,1283600.0
CommonStockIssuable,22000.0,22000.0,,0.0
NotesPayableSecuredPromissoryNotesRelatedPartyNet,0.0,,,
NotesPayableInDefaultRelatedParties,43750.0,43750.0,18500.0,18500.0
Goodwill,0.0,8226714.0,1924830.0,6051000.0
LongTermConvertibleNotesPayableRelatedParties,0.0,,,
DerivativeAssetsNoncurrent,13028.0,,0.0,13028.0
DeferredRevenueAndCreditsCurrent,0.0,2400.0,,
CommonStockSharesSubscribedButUnissued,3885000.0,273805.0,1122311.0,254703.0
ConstructionPayableCurrent,10247.0,,,
LiabilityForUncertainTaxPositionsNoncurrent,621000.0,604000.0,613000.0,636000.0
PreferredStockValueOutstanding,2000000.0,2000000.0,0.0,2000000.0
WorkersCompensationLiabilityNoncurrent,878455.0,917497.0,878455.0,0.0
TimeDeposits250000AndOver,16577061.0,15626904.0,11928023.0,14395291.0
GAFISecuredAndRevolvingNotes,25461000.0,25018000.0,25461000.0,29013000.0
UnamortizedDebtIssuanceExpense,2547968.0,,165662.0,2006000.0
AccountsPayableAndAccruedLiabilitiesNoncurrent,14141557.0,60000.0,13338721.0,14321751.0
InterestPayableRelatedPartiesCurrent,1171782.0,1374000.0,1534000.0,1679975.0
DueToRelatedPartiesCurrent,0.0,480840.0,1166049.0,17790.0
AccruedBonusesCurrent,263497.0,4277000.0,213000.0,263497.0
LineOfCreditRelatedParty,370179.0,0.0,726009.0,338279.0
OtherTimeDeposits,109712004.0,109910115.0,115783492.0,115783492.0
AccruedLiabilitiesCurrentAndNoncurrent,528651.0,17789000.0,2344227.0,689280.0
ConvertibleNotesPayableRelatedPartiesClassifiedCurrent,202688.0,,202688.0,388881.0
DueToCorrespondentBrokers,77840.0,,0.0,
DerivativeLiabilitiesCurrentRelatedParty,241800.0,0.0,90325.0,
OperatingLeaseRightOfUseAsset,153000.0,6415000.0,0.0,22575.0
PreferredStockSeriesB,0.0,0.0,,
FinanceLeaseLiabilityCurrent,720000.0,,28000.0,8580.0
DepositsAssetsNoncurrent,57469.0,1685000.0,18565.0,151082.0
RetainedEarnings,-6298936.0,-8868332.0,-6298936.0,-19570801.0
IntangibleAssetsNetExcludingGoodwill,447778.0,755000.0,,167000.0
ConstructionLoanNoncurrent,641169.0,672426.0,,
SecurityDepositLiability,132540.0,121052.0,131149.0,131149.0
SubordinatedDebt,0.0,20619000.0,10080000.0,20619000.0
SubordinatedLongTermDebt,525000.0,0.0,2011250.0,2841250.0
GasImbalancePayableCurrent,421565.0,389562.0,,
NotesPayableToBankNoncurrent,3705579.0,4091887.0,3898733.0,3898733.0
LineOfCreditRelatedPartiesCurrent,0.0,10380000.0,,
AccountsPayableAndAccruedLiabilitiesCurrent,1820731.0,674600.0,468272.0,1705652.0
OtherAssetsNoncurrent,284000.0,35000.0,4130173.0,179916.0
AccumulatedOtherComprehensiveIncome,-4043.0,684.0,,7889.0
OtherAccountsPayableAndAccruedLiabilities,10410000.0,4046.0,3771783.0,
HillgroveAdvancesPayable,1134221.0,1134221.0,1134221.0,1134221.0
ContractWithCustomerLiabilityCurrent,129264.0,387002.0,872895.0,0.0
LossContingency,0.0,,,
LongTermDebtAndCapitalLeaseObligationsNoncurrent,4834000.0,322000.0,,
AccruedInterestPayableRelatedPartiesCurrent,400805.0,400805.0,,
SubscriptionPayableCurrent,1650000.0,,,282500.0
LineOfCreditShortTermDebt,3552500.0,0.0,,
OtherAdditionalCapital,6548.0,19038.0,1500.0,1500.0
Deposits,591325000.0,569177000.0,338725.0,0.0
TradingLiabilities,10472372.0,21082000.0,5573217.0,
GeneralPartnersCapitalAccount,1000.0,-12426.0,127160.0,127182.0
DeferredGainOnSaleOfProperty,16959.0,57077.0,8935.0,912.0
SeriesAPreferredUnits,7005000.0,,7005000.0,10239000.0
ShortTermBankLoansAndNotesPayable,2611731.0,186981.0,3079767.0,1883163.0
CommonStockValueOutstanding,2745.0,532000.0,335000.0,532000.0
LimitedPartnersCapitalAccount,3823611.0,-1069964.0,-1582873.0,3072634.0
TaxesPayableCurrent,618176.0,0.0,0.0,114000.0
AccountsPayableRelatedPartiesCurrent,7860.0,600.0,294616.0,2905.0
InvestmentsAndOtherNoncurrentAssets,4585997.0,,4474544.0,3561376.0
ConvertiblePreferredStockSeriesC1NonredeemableOrRedeemableIssuerOptionValue,170000.0,,,
FederalFundsPurchasedAndOtherBorrowedFunds,3550000.0,3550000.0,7650000.0,1550000.0
ContributedCapital,9262684.0,,,
StockPayableToDirectorsForServices,206250.0,175000.0,62500.0,96875.0
Investments,186113704.0,477884.0,1155000.0,78000.0
ShortTermBorrowings,0.0,30000000.0,14902000.0,0.0
DeferredGainNetOfCurrentPortion,1529553.0,1529553.0,1379105.0,1341494.0
StockholdersEquityNoteSubscriptionsReceivable,0.0,4500.0,100000.0,-320868.0
CustomerAdvancesAndDeposits,1658000.0,314000.0,1658000.0,275000.0
EquityAttributableToOwnersOfParent,16552831000.0,,,-14430.0
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,0.0,3000.0,2000.0,3000.0
DeferredRevenue,0.0,575000.0,63902.0,1566000.0
AssetsNet,181699489.0,153957187.0,17029295.0,27942017.0
DepositsAssets,49077.0,19340.0,19340.0,750.0
ConvertiblePreferredStockSeriesC2NonredeemableOrRedeemableIssuerOptionValue,0.0,,,
SecuritiesSoldUnderAgreementsToRepurchase,58095000.0,27458927.0,58095000.0,21927000.0
ContractLiabilities,574000.0,585000.0,737000.0,641000.0
NotesAndLoansPayable,1027516.0,144156.0,97929.0,90057.0
PartnersCapital,131766.0,-1090456.0,489468.0,415564.0
NoncontrollingInterests,478704000.0,,,86213000000.0
DefinedBenefitPensionPlanLiabilitiesNoncurrent,1876000.0,2024000.0,1876000.0,1921000.0
AcquisitionHoldbackNoncurrent,0.0,0.0,0.0,
AccruedArbitrationAwardPayable,21128000.0,23128000.0,21128000.0,21128000.0
CapitalLeaseObligationsRelatedPartiesClassifiedCurrent,449103.0,,,0.0
MineReclamationAndClosingLiabilityNoncurrent,271572.0,271572.0,277720.0,277720.0
ConvertibleNotesPayableRelatedParty,0.0,,,
CommonStockSharesOutstanding,16162181.0,3923027.0,8619139.0,28677.0
OtherAssets,3032000.0,853000.0,9480762.0,9862.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,0.0,,2183000.0,0.0
NotesPayableRelatedPartiesClassifiedCurrent,12000.0,205742.0,50756000.0,50756000.0
UnamortizedStockBasedCompensation,-200400.0,,-200400.0,-200400.0
LinesOfCreditCurrent,0.0,5029712.0,10380000.0,685863.0
OtherNotesPayable,4925000.0,36500000.0,1500000.0,827348.0
InterestPayableNoncurrent,0.0,6986.0,0.0,0.0
ConvertibleNotesPayableRelatedPartyCurrent,115078.0,116647.0,,
Equity,256950.0,-538071.0,-250937.0,194516.0
DeferredRevenueAndExpenses,42000.0,,,
OtherLiabilitiesCurrent,261203.0,3960765.0,499517.0,213065.0
JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrust,12887000.0,12887000.0,12887000.0,12887000.0
SettlementLiabilitiesCurrent,17000.0,20000.0,,0.0
CapitalLeaseObligationInterestPayableCurrent,135217.0,,,0.0
DeferredRevenueNoncurrent,13000.0,280774.0,0.0,843000.0
AccruedIncomeTaxes,1073649.0,,1000.0,49000.0
RelatedPartyInterestPayableCurrent,947.0,,,
StockPayable,320000.0,174000.0,,
Assets,10530000.0,5454119.0,53814903.0,64600000.0
CommonStockSharesAuthorized,4900000000.0,200000000.0,100000000.0,6900000000.0
TreasuryStockCommonValue,57847.0,57847.0,,
InterestPayableCurrent,16188.0,685907.0,571000.0,1584794.0
LongTermDebtRelatedPartyNoncurrent,0.0,,,
ContractWithCustomerLiability,63800.0,59000.0,1179000.0,1917787.0
OtherLiabilities,68000.0,99909.0,17950.0,182289.0
OilAndGasReclamationLiabilityNoncurrent,194615.0,2635000.0,2516000.0,2579000.0
ContractLiabilitiesNoncurrent,422000.0,410000.0,422000.0,422000.0
OtherCommitment,337987.0,,,2780000.0
AccruedInterestAndOtherLiabilities,2749457.0,2710699.0,3968657.0,5316474.0
CustomerDepositsCurrent,1877000.0,2014000.0,102000.0,182000.0
LongTermDebtCurrent,0.0,30779000.0,411000.0,433005.0
FinanceLeaseLiabilityNoncurrent,109000.0,,46457.0,22000.0
EmployeeRelatedLiabilitiesCurrent,1137000.0,303000.0,178065.0,340413.0
LoansPayableCurrent,716936.0,-1190476.0,1458800.0,1534229.0
NetAssetsPerCommonShare,22.75,26.33,16.4,5.95
CapitalLeaseObligationsCurrent,72986.0,0.0,283000.0,3000.0
OtherNoncurrentNonfinancialLiabilities,1958883000.0,,,
TaxesPayableCurrentAndNoncurrent,10859.0,756000.0,978620.0,172300.0
LeaseAccelerationPayable,0.0,,,
MezzaninePreferredStockValue,8156000.0,0.0,8156000.0,8156000.0
AdditionalPaidInCapitalPreferredStock,1524695.0,1524695.0,,
ConstructionPayableNoncurrent,11765.0,,,
ConvertibleNotesPayableCurrent,-705460.0,1436915.0,512041.0,141000.0
ContingentAcquisitionDebtCurrentPortion,587000.0,,,
StockholdersEquityBeforeTreasuryStock,5754600.0,94078309.0,91378194.0,5754600.0
AssetRetirementObligation,11271859.0,258575.0,,
MarketValuePerCommonShare,15.23,15.87,5.93,7.09
AccountsPayableRelatedPartiesNoncurrent,0.0,,,
AccruedLiabilitiesAndOtherLiabilities,415199.0,7252000.0,14000.0,446558.0
SecuredLongTermDebt,4896565.0,,,
LiabilitiesOtherThanLongtermDebtNoncurrent,7275.0,0.0,0.0,
NoncurrentPortionOfOtherNoncurrentBorrowings,2183278000.0,,,
AccountsPayableCurrent,1762000.0,1090904.0,2424626.0,7470000.0
LongTermLineOfCredit,2939000.0,0.0,0.0,3732000.0
DerivativeInstrumentsAndHedgesLiabilities,903003.0,1242120.0,1769669.0,674442.0
ContractWithCustomerLiabilityNoncurrent,6906000.0,7526000.0,5878000.0,6983000.0
CommonStockToBeIssued0.0001ParValue23192857SharesOutstandingAtDecember312018,2319.0,,2319.0,340.0
AccruedLiabilitiesAndOtherLiabilitiesRelatedParties,18265.0,320000.0,,0.0
DeferredIncomeTaxLiabilitiesNet,0.0,,0.0,0.0
SeriesBPreferredStockValue,0.0,7500.0,,
ConvertibleDebtCurrent,455606.0,577254.0,12170000.0,10673000.0
LongtermBorrowings,1558485000.0,287802.0,11961.0,6489.0
CumulativeConvertibleSeriesBPreferredStock,0.0,0.0,,
CapitalLeaseObligationsNoncurrent,72668.0,0.0,640284.0,6300.0
LongTermDebtNoncurrent,157819000.0,602067.0,0.0,173062000.0
SeriesCPreferredStockValue,8156000.0,1779.0,,
AccruedLiabilitiesCurrent,197576.0,336570.0,185882.0,15026.0
AssetRetirementObligationCurrent,146066.0,719393.0,119000.0,119000.0
DerivativeLiabilitiesCurrent,2815520.0,3365000.0,1286743.0,0.0
NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,148470000.0,,,
OtherAccruedLiabilitiesCurrent,203000.0,831000.0,7700.0,91000.0
DeferredTaxLiabilities,35000.0,,,13140903000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,174606.0,0.0,5386000.0,174606.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedContingentLiability,795000.0,587000.0,695000.0,795000.0
SeriesDPreferredStockValue,17509.0,17509.0,,
LineOfCredit,2432000.0,31000.0,0.0,0.0
ConvertibleNotesPayableRelatedPartiesClassifiedNoncurrent,62000.0,,740500.0,538500.0
OperatingLeaseLiabilityCurrent,0.0,399614.0,504000.0,0.0
ConvertibleLongTermNotesPayable,189776.0,0.0,5000.0,0.0
NotesPayableCurrent,1165660.0,74000.0,0.0,0.0
NoncurrentLiabilities,8447788000.0,,,345261000000.0
BusinessCombinationContingentConsiderationLiabilityNoncurrent,0.0,900000.0,70600000.0,0.0
LongTermLoansFromBank,0.0,1437000.0,2292000.0,0.0
DeferredRevenueCurrent,236433.0,300000.0,209316.0,707880.0
NotesPayableRelatedPartiesNoncurrent,0.0,0.0,18500.0,327198.0
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,-50000.0,-13.0,-50000.0,-48876398.0
LiabilitiesCurrent,2348775.0,43288943.0,2088189.0,759912.0
DueToRelatedPartiesNoncurrent,0.0,0.0,,
LongTermDebt,2715000.0,694000.0,2019999.0,7694000.0
ShareCapital,6047999.0,,,
TradeAndOtherCurrentPayables,129279.0,20720.0,129279.0,20720.0
AssetRetirementObligationsNoncurrent,0.0,0.0,0.0,1771227.0
DeferredTaxLiabilitiesNoncurrent,4996000.0,1485000.0,2200227.0,2240300.0
OtherCurrentNonfinancialLiabilities,1660944000.0,,,
StatutoryReserves,160289000.0,,,
DerivativeLiabilitiesNoncurrent,0.0,25959.0,13201.0,4191754.0
ConvertibleNotesPayable,10000000.0,570000.0,1539204.0,39489163.0
LongTermNotesPayable,1459410.0,0.0,754000.0,276000.0
ShorttermBorrowings,2588283000.0,1294693.0,669318.0,475246000.0
OperatingLeaseLiabilityNoncurrent,0.0,3820865.0,0.0,1655202.0
ContingentAcquisitionDebtLessCurrentPortion,7341000.0,10116000.0,7466000.0,6344000.0
DeferredRentCredit,0.0,285600.0,0.0,0.0
CapitalReserve,734000.0,,,
BookValuePerShareOnCommonSharesOutstanding,11.97,10.73,11.72,11.72
OtherCurrentBorrowingsAndCurrentPortionOfOtherNoncurrentBorrowings,672668000.0,,,
DeferredRentCreditNoncurrent,633526.0,58366.0,401734.0,158000.0
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,352000.0,,,
CommonStockSharesSubscriptions,25235.0,,371132.0,0.0
ShortTermEmployeeBenefits,477136000.0,,,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,115506.0,,40153.0,136287.0
LiabilitiesNoncurrent,0.0,2607095.0,16495000.0,9510000.0
OtherLiabilitiesNoncurrent,800000.0,36000.0,33000.0,33492.0
CurrentTaxLiabilities,4416843000.0,,,
CommitmentsAndContingencies,,,,
CurrentProvisions,610476000.0,183885.0,,1638000000.0
AdditionalPaidInCapitalCommonStock,35286073.0,1512872.0,239572094.0,239572094.0
ConvertibleRedeemablePreferredStockValue,4396580.0,4396580.0,5052000.0,5052000.0
CurrentLiabilitiesOtherThanLiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,11221941000.0,,,
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,67936000.0,63432000.0,70307000.0,
LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,352015000.0,,,5693000000.0
CommonStockValue,85000.0,46956.0,287000.0,127207.0
CurrentLiabilities,1742215.0,1742215.0,803248.0,89602000000.0
Liabilities,7635588.0,6736010.0,10263543.0,11666000.0
PreferredStockValue,0.0,0.0,0.0,0.0
TreasuryStockValue,786000.0,22496000.0,3968100.0,52400.0
MinorityInterest,1138000.0,54757.0,559000.0,0.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.0,93600.0,-2477000.0,-2884313.0
ConvertiblePreferredStockNonredeemableOrRedeemableIssuerOptionValue,150.0,,0.0,0.0
EquityAndLiabilities,265737.0,4875592.0,527193.0,474634000000.0
AdditionalPaidInCapital,9551000.0,1842591.0,59563627.0,33939162.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-566719.0,984088.0,-4888927.0,-441038.0
RetainedEarningsAccumulatedDeficit,-160945432.0,-83604000.0,-58590000.0,-21655712.0
StockholdersEquity,-3424502.0,7193351.0,5000006.0,31463000.0
LiabilitiesAndStockholdersEquity,313799.0,257485.0,1184824.0,9780000.0
ConvertibleNotesPayableBridgeNotesNetOfPremiumOf504018And0,,113000.0,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,2058000.0,,
RelatedPartyDebtInstrumentUnamortizedDiscount,,19936.0,,
NotesPayableSecuredPromissoryNotesRelatedPartyNetOfDebtDiscount1,,1148000.0,,
CurrentTradeReceivables,,297309.0,,
OtherCurrentReceivables,,15802.0,,151363000.0
InterestReceivableCurrent,,108000.0,,
PrepaidDomainsCurrent,,0.0,,
AdvancesToJointVenture,,610705.0,,0.0
ContractWithCustomerAssetGrossCurrent,,7470.0,,
OtherInvestments1,,1720000.0,,
ContactAssetsCurrent,,67100.0,,
ShortTermAdvances,,10000.0,,
AccountsReceivableOtherRelatedPartiesCurrent,,0.0,,
PropertyPlantAndEquipmentOtherNet,,892639.0,,
InvestmentsInJointVentures,,534311.0,,1606489000.0
InvestmentSubscriptionReceivable,,0.0,,
LoansReceivableHeldForSaleNetNotPartOfDisposalGroupMortgage,,1740000.0,,
LongtermPortionOfNotePayableNetOfIssuanceCosts,,440333.0,,
FiniteLivedInProcessResearchAndDevelopment,,4620000.0,,
MiningRightsNetOfAmortization,,181385.0,,
PrepaidDomainsNoncurrent,,149257.0,,
SharesSubjectToRedemption,,6444515.0,,
FiniteLivedTrademarksAndTradeNames,,1240000.0,,
BrokerageAndOtherReceivablesNet,,80202000.0,73836000.0,76883000.0
TradeAndLoansReceivablesHeldForSaleNetNotPartOfDisposalGroup,,0.0,,
DepositOnPropertyAcquisition,,,,
AutosAndTrucks,,14063.0,14063.0,14063.0
ReceivablesNetNonCurrent,,0.0,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,0.0,,
ContractAssetsNoncurrent,,245400.0,,
IntercompanyForeignCurrencyBalanceAmount,,,,
LoansFromShareholder,,352120.0,,
PrepaidConsultingAgreement,,0.0,,0.0
NetAssetsLiabilities,,-14430.0,,7366.0
DeferredFinanceCostsNet,,451389.0,,
TradeAndOtherCurrentPayablesToRelatedParties,,170170.0,,
DueToOtherRelatedPartiesClassifiedCurrent,,2024000.0,,
CostMethodInvestments,,100000.0,,
AutomobileAndTrucks,,26400.0,,
FundsReceivedPendingSettlement,,520400.0,,
DiscountOnRelatedPartyConvertibleNotesPayableCurrent,,4422.0,,
OtherCurrentPayables,,374647.0,,
OilAndGasPropertyFullCostMethodCostsNotBeingAmortized,,100000.0,100000.0,100000.0
FiniteLivedCoreDepositsGross,,68166.0,,
CommonStockOtherSharesOutstanding,,23068280.0,42758630.0,42758630.0
RestructuringReserveCurrent,,463000.0,,
