filed,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,accepted,prevrpt,detail,instance,nciks,aciks,yr,fik,quarter
20190214,0001654954-19-001477,1654954,NATURALSHRIMP INC,900.0,US,TX,WACO,76710,2068 NORTH VALLEY MILLS ROAD,,(888) 791-9474,US,TX,WACO,76710,2068 NORTH VALLEY MILLS ROAD,,US,NV,0.0,"MULTIPLAYER ONLINE DRAGON, INC.",20090603.0,4-NON,0,331.0,10-Q,20181231,2019.0,Q3,2019-02-13 19:54:00.0,0,1,shmp-20181231.xml,1,,19,1477,2019q1
20190214,0001654954-19-001467,1654954,AMERICAN RESOURCES CORP,7600.0,US,IN,FISHERS,46038,9002 TECHNOLOGY LANE,,606-637-3740,US,IN,FISHERS,46038,9002 TECHNOLOGY LANE,,US,FL,463914127.0,"NGFC EQUITIES, INC.",20150512.0,4-NON,0,1231.0,S-1/A,20180930,2018.0,Q3,2019-02-13 17:58:00.0,1,1,arec-20180930.xml,1,,19,1467,2019q1
20190214,0001654954-19-001564,1654954,CEL SCI CORP,2836.0,US,VA,VIENNA,22182,8229 BOONE BLVD .,SUITE 802,7035069460,US,VA,VIENNA,22182,8229 BOONE BLVD.,SUITE 802,US,CO,840916344.0,INTERLEUKIN 2 INC,19880317.0,4-NON,0,930.0,10-Q,20181231,2019.0,Q1,2019-02-14 16:08:00.0,0,1,cvm-20181231.xml,1,,19,1564,2019q1
20190219,0001654954-19-001756,1654954,"CELLULAR BIOMEDICINE GROUP, INC.",2836.0,US,NY,NEW YORK,10105,1345 AVENUE OF THE AMERICAS,11TH FLOOR,(347) 905 5663,US,NY,NEW YORK,10105,1345 AVENUE OF THE AMERICAS,11TH FLOOR,US,DE,861032927.0,EASTBRIDGE INVESTMENT GROUP CORP,20061019.0,2-ACC,0,1231.0,10-K,20181231,2018.0,FY,2019-02-19 17:02:00.0,0,1,cmbg-20181231.xml,1,,19,1756,2019q1
20190221,0001654954-19-001812,1654954,GLOBAL DIGITAL SOLUTIONS INC,2844.0,US,FL,WEST PALM BEACH,33401,777 SOUTH FLAGLER DRIVE,SUITE 800 WEST,561-515-6163,US,CA,ORANGEVALE,95662,6220 MAIN AVE #2,,US,NJ,223392051.0,CREATIVE BEAUTY SUPPLY INC,19960403.0,4-NON,0,1231.0,10-Q/A,20170930,2017.0,Q3,2019-02-20 18:00:00.0,0,1,gdsi-20170930.xml,1,,19,1812,2019q1
20190221,0001654954-19-001842,1654954,"CENTAURUS DIAMOND TECHNOLOGIES, INC.",1090.0,US,NV,LAS VEGAS,89106,1000 W. BONANZA ROAD,,(702) 382-3240,US,NV,LAS VEGAS,89106,1000 W. BONANZA ROAD,,US,NV,0.0,"SWEETWATER RESOURCES, INC.",20080515.0,4-NON,0,331.0,10-Q,20181231,2019.0,Q3,2019-02-21 13:38:00.0,0,1,ctdt-20181231.xml,1,,19,1842,2019q1
20190221,0001654954-19-001810,1654954,GLOBAL DIGITAL SOLUTIONS INC,2844.0,US,FL,WEST PALM BEACH,33401,777 SOUTH FLAGLER DRIVE,SUITE 800 WEST,561-515-6163,US,CA,ORANGEVALE,95662,6220 MAIN AVE #2,,US,NJ,223392051.0,CREATIVE BEAUTY SUPPLY INC,19960403.0,4-NON,0,1231.0,10-Q/A,20170331,2017.0,Q1,2019-02-20 17:55:00.0,0,1,gdsi-20170331.xml,1,,19,1810,2019q1
20190221,0001654954-19-001813,1654954,GLOBAL DIGITAL SOLUTIONS INC,2844.0,US,FL,WEST PALM BEACH,33401,777 SOUTH FLAGLER DRIVE,SUITE 800 WEST,561-515-6163,US,CA,ORANGEVALE,95662,6220 MAIN AVE #2,,US,NJ,223392051.0,CREATIVE BEAUTY SUPPLY INC,19960403.0,5-SML,0,1231.0,10-K/A,20171231,2017.0,FY,2019-02-20 18:02:00.0,0,1,gdsi-20171231.xml,1,,19,1813,2019q1
20190221,0001654954-19-001811,1654954,GLOBAL DIGITAL SOLUTIONS INC,2844.0,US,FL,WEST PALM BEACH,33401,777 SOUTH FLAGLER DRIVE,SUITE 800 WEST,561-515-6163,US,CA,ORANGEVALE,95662,6220 MAIN AVE #2,,US,NJ,223392051.0,CREATIVE BEAUTY SUPPLY INC,19960403.0,4-NON,0,1231.0,10-Q/A,20170630,2017.0,Q2,2019-02-20 17:57:00.0,0,1,gdsi-20170630.xml,1,,19,1811,2019q1
20190221,0001654954-19-001806,1654954,GLOBAL DIGITAL SOLUTIONS INC,2844.0,US,FL,WEST PALM BEACH,33401,777 SOUTH FLAGLER DRIVE,SUITE 800 WEST,561-515-6163,US,CA,ORANGEVALE,95662,6220 MAIN AVE #2,,US,NJ,223392051.0,CREATIVE BEAUTY SUPPLY INC,19960403.0,4-NON,0,1231.0,10-Q/A,20160331,2016.0,Q1,2019-02-20 17:46:00.0,0,1,gdsi-20160331.xml,1,,19,1806,2019q1
20190221,0001654954-19-001809,1654954,GLOBAL DIGITAL SOLUTIONS INC,2844.0,US,FL,WEST PALM BEACH,33401,777 SOUTH FLAGLER DRIVE,SUITE 800 WEST,561-515-6163,US,CA,ORANGEVALE,95662,6220 MAIN AVE #2,,US,NJ,223392051.0,CREATIVE BEAUTY SUPPLY INC,19960403.0,5-SML,0,1231.0,10-K/A,20161231,2016.0,FY,2019-02-20 17:53:00.0,0,1,gdsi-20161231.xml,1,,19,1809,2019q1
20190221,0001654954-19-001808,1654954,GLOBAL DIGITAL SOLUTIONS INC,2844.0,US,FL,WEST PALM BEACH,33401,777 SOUTH FLAGLER DRIVE,SUITE 800 WEST,561-515-6163,US,CA,ORANGEVALE,95662,6220 MAIN AVE #2,,US,NJ,223392051.0,CREATIVE BEAUTY SUPPLY INC,19960403.0,4-NON,0,1231.0,10-Q/A,20160930,2016.0,Q3,2019-02-20 17:50:00.0,0,1,gdsi-20160930.xml,1,,19,1808,2019q1
20190221,0001654954-19-001807,1654954,GLOBAL DIGITAL SOLUTIONS INC,2844.0,US,FL,WEST PALM BEACH,33401,777 SOUTH FLAGLER DRIVE,SUITE 800 WEST,561-515-6163,US,CA,ORANGEVALE,95662,6220 MAIN AVE #2,,US,NJ,223392051.0,CREATIVE BEAUTY SUPPLY INC,19960403.0,5-SML,0,1231.0,10-Q/A,20160630,2016.0,Q2,2019-02-20 17:48:00.0,0,1,gdsi-20160630.xml,1,,19,1807,2019q1
20190222,0001654954-19-001912,1654954,INTELLIPHARMACEUTICS INTERNATIONAL INC.,2834.0,CA,ON,TORONTO,M9W 5X2,30 WORCESTER ROAD,,416-798-3001,CA,ON,TORONTO,M9W 5X2,30 WORCESTER ROAD,,CA,ON,0.0,INTELLIPHARMACEUTICS INTERNATIONAL INC.,20091020.0,,0,1130.0,6-K,20181130,2018.0,FY,2019-02-22 17:25:00.0,0,1,ipci-20181130.xml,1,,19,1912,2019q1
20190225,0001654954-19-001940,1654954,PGI INC,6500.0,US,MO,ST LOUIS,63105,212 SOUTH CENTRAL,SUITE 100,3145128650,US,MO,ST LOUIS,63105,212 SOUTH CENTRAL,SUITE 100,US,FL,590867335.0,PUNTA GORDA ISLES INC,19900403.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-02-25 15:46:00.0,0,1,pgai-20181231.xml,1,,19,1940,2019q1
20190226,0001654954-19-002002,1654954,ATRION CORP,3841.0,US,TX,ALLEN,75002,ONE ALLENTOWN PARKWAY,,9723909800,US,TX,ALLEN,75002,ONE ALLENTOWN PARKWAY,,US,DE,630821819.0,ALATENN RESOURCES INC,19920703.0,1-LAF,0,1231.0,10-K,20181231,2018.0,FY,2019-02-26 17:06:00.0,0,1,atri-20181231.xml,1,,19,2002,2019q1
20190226,0001654954-19-002003,1654954,MONOPAR THERAPEUTICS,2834.0,US,IL,NORTHBROOK,60062,"5 REVERE DRIVE, SUITE 200",,6143958936,US,IL,NORTHBROOK,60062,"5 REVERE DRIVE, SUITE 200",,US,DE,320463781.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-02-26 17:10:00.0,0,1,mono-20181231.xml,1,,19,2003,2019q1
20190227,0001654954-19-002033,1654954,"BK TECHNOLOGIES, INC.",3663.0,US,FL,WEST MELBOURNE,32904,7100 TECHNOLOGY DRIVE,,321-984-1414,US,FL,WEST MELBOURNE,32904,7100 TECHNOLOGY DRIVE,,US,NV,593486297.0,RELM WIRELESS CORP,19980129.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-02-27 16:37:00.0,0,1,bkti-20181231.xml,1,,19,2033,2019q1
20190228,0001654954-19-002109,1654954,ISSUER DIRECT CORP,2750.0,US,NC,MORRISVILLE,27560,500 PERIMETER PARK DRIVE,SUITE D,9194611600,US,NC,MORRISVILLE,27560,500 PERIMETER PARK DRIVE,SUITE D,,,261331503.0,DOCUCON INC,20071002.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-02-28 17:17:00.0,0,1,isdr-20181231.xml,1,,19,2109,2019q1
20190228,0001654954-19-002114,1654954,INTELLIPHARMACEUTICS INTERNATIONAL INC.,2834.0,CA,ON,TORONTO,M9W 5X2,30 WORCESTER ROAD,,416-798-3001,CA,ON,TORONTO,M9W 5X2,30 WORCESTER ROAD,,CA,ON,0.0,INTELLIPHARMACEUTICS INTERNATIONAL INC.,20091020.0,4-NON,0,1130.0,20-F,20181130,2018.0,FY,2019-02-28 17:25:00.0,1,1,ipci-20181130.xml,1,,19,2114,2019q1
20190301,0001654954-19-002154,1654954,GREEN PLANET BIO ENGINEERING CO. LTD.,2836.0,US,FL,AVENTURA,33180,18851 NE 29TH AVENUE,SUITE 700,212 930 9700,US,FL,AVENTURA,33180,18851 NE 29TH AVENUE,SUITE 700,,,371532842.0,"MONDO ACQUISITION II, INC.",20070308.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-01 10:47:00.0,0,1,gplb-20181231.xml,1,,19,2154,2019q1
20190301,0001654954-19-002189,1654954,"TG THERAPEUTICS, INC.",2834.0,US,NY,NEW YORK,10014,"2 GANSEVOORT STREET, 9TH FLOOR",,(212) 554-4484,US,NY,NEW YORK,10014,"2 GANSEVOORT STREET, 9TH FLOOR",,US,DE,363898269.0,MANHATTAN PHARMACEUTICALS INC,20030310.0,1-LAF,0,1231.0,10-K,20181231,2018.0,FY,2019-03-01 16:49:00.0,0,1,tgtx-20181231.xml,1,,19,2189,2019q1
20190301,0001654954-19-002193,1654954,NATURALSHRIMP INC,900.0,US,TX,WACO,76710,2068 NORTH VALLEY MILLS ROAD,,(888) 791-9474,US,TX,WACO,76710,2068 NORTH VALLEY MILLS ROAD,,US,NV,0.0,"MULTIPLAYER ONLINE DRAGON, INC.",20090603.0,4-NON,0,331.0,S-1/A,20181231,2018.0,Q3,2019-03-01 17:03:00.0,1,1,shmp-20181231.xml,1,,19,2193,2019q1
20190301,0001654954-19-002194,1654954,NATURALSHRIMP INC,900.0,US,TX,WACO,76710,2068 NORTH VALLEY MILLS ROAD,,(888) 791-9474,US,TX,WACO,76710,2068 NORTH VALLEY MILLS ROAD,,US,NV,0.0,"MULTIPLAYER ONLINE DRAGON, INC.",20090603.0,4-NON,0,331.0,S-1/A,20181231,2018.0,Q3,2019-03-01 17:05:00.0,0,1,shmp-20181231.xml,1,,19,2194,2019q1
20190304,0001654954-19-002210,1654954,INTELLIPHARMACEUTICS INTERNATIONAL INC.,2834.0,CA,ON,TORONTO,M9W 5X2,30 WORCESTER ROAD,,416-798-3001,CA,ON,TORONTO,M9W 5X2,30 WORCESTER ROAD,,CA,ON,0.0,INTELLIPHARMACEUTICS INTERNATIONAL INC.,20091020.0,4-NON,0,1130.0,20-F/A,20181130,2018.0,FY,2019-03-04 07:05:00.0,0,1,ipci-20181130.xml,1,,19,2210,2019q1
20190305,0001654954-19-002262,1654954,"SHARPSPRING, INC.",7372.0,US,FL,GAINESVILLE,32601,550 SW 2ND AVENUE,,(352) 502-4030,US,FL,GAINESVILLE,32601,550 SW 2ND AVENUE,,US,DE,50502529.0,"SMTP, INC.",20101123.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-04 21:51:00.0,0,1,shsp-20181231.xml,1,,19,2262,2019q1
20190306,0001654954-19-002316,1654954,"CREXENDO, INC.",4813.0,US,AZ,TEMPE,85281,1615 S. 52ND STREET,,8012270004,US,AZ,TEMPE,85281,1615 S. 52ND STREET,,US,DE,870591719.0,IMERGENT INC,20020710.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-05 18:07:00.0,0,1,exe-20181231.xml,1,,19,2316,2019q1
20190307,0001654954-19-002395,1654954,CHROMADEX CORP.,2833.0,US,CA,LOS ANGELES,90024,10900 WILSHIRE BLVD,SUITE 650,310-388-6706,US,CA,LOS ANGELES,90024,10900 WILSHIRE BLVD,SUITE 650,US,DE,262940963.0,"CODY RESOURCES, INC.",20070112.0,2-ACC,0,1231.0,10-K,20181231,2018.0,FY,2019-03-07 16:02:00.0,0,1,cdxc-20181231.xml,1,,19,2395,2019q1
20190307,0001654954-19-002411,1654954,"AUTOWEB, INC.",7370.0,US,CA,IRVINE,92612-1400,18872 MACARTHUR BLVD,SUITE 200,9492254500,US,CA,IRVINE,92612-1400,18872 MACARTHUR BLVD,SUITE 200,US,DE,330711569.0,AUTOBYTEL INC,20100628.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-07 16:24:00.0,0,1,auto-20181231.xml,1,,19,2411,2019q1
20190307,0001654954-19-002417,1654954,"WRAP TECHNOLOGIES, INC.",3480.0,US,NV,LAS VEGAS,89103,"4620 ARVILLE STREET, STE E",,800-583-2652,US,NV,LAS VEGAS,89103,"4620 ARVILLE STREET, STE E",,US,DE,980551945.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-07 16:31:00.0,0,1,wrap-20181231.xml,1,,19,2417,2019q1
20190307,0001654954-19-002427,1654954,INSIGNIA SYSTEMS INC/MN,7310.0,US,MN,MINNEAPOLIS,55445,8799 BROOKLYN BLVD.,,7633926200,US,MN,MINNEAPOLIS,55445,8799 BROOKLYN BLVD.,,US,MN,411656308.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-07 17:31:00.0,0,1,isig-20181231.xml,1,,19,2427,2019q1
20190308,0001654954-19-002431,1654954,VOLTARI CORP,6500.0,US,NY,NEW YORK,10153,767 FIFTH AVENUE,47TH FLOOR,212-388-5500,US,NY,NEW YORK,10153,767 FIFTH AVENUE,47TH FLOOR,US,DE,0.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-07 18:34:00.0,0,1,vltc-20181231.xml,1,,19,2431,2019q1
20190308,0001654954-19-002449,1654954,"GROWLIFE, INC.",3231.0,US,WA,KIRKLAND,98033,5400 CARILLON POINT,,866-781-5559,US,WA,KIRKLAND,98033,5400 CARILLON POINT,,US,DE,900821083.0,"PHOTOTRON HOLDINGS, INC.",20110309.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-08 09:02:00.0,0,1,phot-20181231.xml,1,,19,2449,2019q1
20190308,0001654954-19-002462,1654954,DENISON MINES CORP.,1090.0,CA,ON,TORONTO,M5J 1T1,"40 UNIVERSITY AVE., SUITE 1100",,(416) 979-1991,CA,ON,TORONTO,M5J 1T1,"40 UNIVERSITY AVE., SUITE 1100",,CA,ON,0.0,INTERNATIONAL URANIUM CORP,19980603.0,,0,1231.0,6-K,20181231,2018.0,FY,2019-03-08 11:01:00.0,0,1,dnn-20181231.xml,1,,19,2462,2019q1
20190308,0001654954-19-002486,1654954,"SUPPORT.COM, INC.",7374.0,US,DE,WILMINGTON,19803,1521 CONCORD PIKE (US 202),SUITE 301,650-556-9440,US,DE,WILMINGTON,19803,1521 CONCORD PIKE (US 202),SUITE 301,US,DE,943282005.0,SUPPORTSOFT INC,20020328.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-08 16:07:00.0,0,1,sprt-20181231.xml,1,,19,2486,2019q1
20190311,0001654954-19-002555,1654954,"INVESTVIEW, INC.",7389.0,US,UT,SALT LAKE CITY,84101,12 SOUTH 400 WEST,3RD FLOOR,(888)778-5372,US,UT,SALT LAKE CITY,84101,12 SOUTH 400 WEST,3RD FLOOR,US,NV,870369205.0,"GLOBAL INVESTOR SERVICES, INC.",20081001.0,4-NON,0,331.0,S-1/A,20181231,2018.0,Q3,2019-03-11 16:57:00.0,0,1,invu-20181231.xml,1,,19,2555,2019q1
20190311,0001654954-19-002560,1654954,ENDRA LIFE SCIENCES INC.,3845.0,US,MI,ANN ARBOR,48105,3600 GREEN COURT,SUITE 350,734-335-0468,US,MI,ANN ARBOR,48105,3600 GREEN COURT,SUITE 350,US,DE,260579295.0,ENDRA INC.,20160805.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-11 17:27:00.0,0,1,ndrau-20181231.xml,1,,19,2560,2019q1
20190312,0001654954-19-002570,1654954,LIFE PARTNERS POSITION HOLDER TRUST,6311.0,US,TX,DALLAS,75201,"1717 MAIN STREET, SUITE 4200",,214-462-6400,US,TX,DALLAS,75201,"1717 MAIN STREET, SUITE 4200",,US,TX,816950788.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-11 22:00:00.0,0,1,lpi-20181231.xml,2,1705222,19,2570,2019q1
20190314,0001654954-19-002705,1654954,HUDSON LTD.,5399.0,US,NJ,EAST RUTHERFORD,07073,"ONE MEADOWLANDS PLAZA, SIXTH FLOOR",,201-939-5050,US,NJ,EAST RUTHERFORD,07073,"ONE MEADOWLANDS PLAZA, SIXTH FLOOR",,BM,,0.0,,,4-NON,0,1231.0,20-F,20181231,2018.0,FY,2019-03-14 09:02:00.0,0,1,hud-20181231.xml,1,,19,2705,2019q1
20190314,0001654954-19-002720,1654954,F&M BANK CORP,6022.0,US,VA,TIMBERVILLE,22853,P.O. BOX 1111,,540-896-8941,US,VA,TIMBERVILLE,22853,P. O. BOX 1111,,US,VA,541280811.0,,,2-ACC,0,1231.0,10-K,20181231,2018.0,FY,2019-03-14 13:33:00.0,0,1,fmbm-20181231.xml,1,,19,2720,2019q1
20190314,0001654954-19-002726,1654954,PEOPLES BANCORP OF NORTH CAROLINA INC,6022.0,US,NC,NEWTON,28658-4007,518 WEST C STREET,PO BOX 467,8284645620,US,NC,NEWTON,28658-0467,PO BOX 467,,US,NC,562132396.0,,,2-ACC,0,1231.0,10-K,20181231,2018.0,FY,2019-03-14 14:08:00.0,0,1,pebk-20181231.xml,1,,19,2726,2019q1
20190314,0001654954-19-002737,1654954,"ACM RESEARCH, INC.",3559.0,US,CA,FREMONT,94539,"42307 OSGOOD ROAD, SUITE I",,510-445-3700,US,CA,FREMONT,94539,"42307 OSGOOD ROAD, SUITE I",,US,CA,0.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-14 16:32:00.0,0,1,acmr-20181231.xml,1,,19,2737,2019q1
20190314,0001654954-19-002740,1654954,LIBERATED SYNDICATION INC.,4832.0,US,PA,PITTSBURGH,15213,"5001 BAUM BLVD., SUITE #770",,412-621-0902,US,PA,PITTSBURGH,15213,"5001 BAUM BLVD., SUITE #770",,US,NV,475224851.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-14 16:45:00.0,0,1,lsyn-20181231.xml,1,,19,2740,2019q1
20190315,0001654954-19-002833,1654954,BIG ROCK PARTNERS ACQUISITION CORP.,6770.0,US,FL,DELRAY BEACH,33483,2645 N. FEDERAL HIGHWAY,SUITE 230,3107342300,US,FL,DELRAY BEACH,33483,2645 N. FEDERAL HIGHWAY,SUITE 230,US,DE,822844431.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-15 17:28:00.0,0,1,brpau-20181231.xml,1,,19,2833,2019q1
20190315,0001654954-19-002820,1654954,"AMAZING ENERGY OIL & GAS, CO.",1311.0,US,TX,PLANO,75903,5700 W. PLANO PARKWAY,SUITE 3600,(972) 233-1244,US,TX,PLANO,75903,5700 W. PLANO PARKWAY,SUITE 3600,US,NV,820290112.0,GOLD CREST MINES INC,20060915.0,4-NON,0,731.0,10-Q,20190131,2019.0,Q2,2019-03-15 16:45:00.0,0,1,amaz-20190131.xml,1,,19,2820,2019q1
20190315,0001654954-19-002756,1654954,"AEMETIS, INC",2860.0,US,CA,CUPERTINO,95014,20400 STEVENS CREEK BLVD,SUITE 700,408-517-3304,US,CA,CUPERTINO,95014,20400 STEVENS CREEK BLVD,SUITE 700,US,NV,261407544.0,"AE BIOFUELS, INC.",20110714.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-14 17:35:00.0,0,1,amtx-20181231.xml,1,,19,2756,2019q1
20190315,0001654954-19-002784,1654954,TEUCRIUM COMMODITY TRUST,6221.0,US,VT,BURLINGTON,05401,THREE MAIN STREET,SUITE 215,802-540-0019,US,VT,BURLINGTON,05401,THREE MAIN STREET,SUITE 215,,,0.0,,,2-ACC,0,1231.0,10-K,20181231,2018.0,FY,2019-03-15 06:08:00.0,0,1,tct-20181231.xml,1,,19,2784,2019q1
20190315,0001654954-19-002782,1654954,"EXEO ENTERTAINMENT, INC.",3570.0,US,NV,LAS VEGAS,89118,"4478 WAGON TRAIL AVE,",,702-361-3188,US,NV,LAS VEGAS,89118,"4478 WAGON TRAIL AVE,",,US,NV,452224704.0,,,4-NON,0,1130.0,10-K,20181130,2018.0,FY,2019-03-14 21:48:00.0,0,1,exeo-20181130.xml,1,,19,2782,2019q1
20190315,0001654954-19-002814,1654954,COMMUNITY BANCORP /VT,6021.0,US,VT,DERBY,05829,4811 US ROUTE 5,,802-334-7915,US,VT,NEWPORT,05855,4811 US ROUTE 5,,US,VT,30284070.0,,,2-ACC,0,1231.0,10-K,20181231,2018.0,FY,2019-03-15 14:34:00.0,0,1,cmtv-20181231.xml,1,,19,2814,2019q1
20190318,0001654954-19-002863,1654954,"KINGSTONE COMPANIES, INC.",6331.0,US,NY,KINGSTON,12401,15 JOYS LANE,,516 374-7600,US,NY,KINGSTON,12401,15 JOYS LANE,,US,DE,362476480.0,DCAP GROUP INC,20050210.0,2-ACC,0,1231.0,10-K,20181231,2018.0,FY,2019-03-18 09:28:00.0,0,1,kins-20181231.xml,1,,19,2863,2019q1
20190318,0001654954-19-002893,1654954,"PHARMA-BIO SERV, INC.",8742.0,PR,,DORADO,00646,INDUSTRIAL ZONE STREET 1,LOT 14,787-278-2709,PR,,DORADO,00646,INDUSTRIAL ZONE STREET 1,LOT 14,,,200653570.0,LAWRENCE CONSULTING GROUP INC,20040923.0,4-NON,0,1031.0,10-Q,20190131,2019.0,Q1,2019-03-18 16:10:00.0,0,1,pbsv-20190131.xml,1,,19,2893,2019q1
20190318,0001654954-19-002906,1654954,TORCHLIGHT ENERGY RESOURCES INC,1311.0,US,TX,PLANO,75093,"5700 W. PLANO PARKWAY, SUITE 3600",,(214) 432-8002,US,TX,PLANO,75093,"5700 W. PLANO PARKWAY, SUITE 3600",,US,NV,743237581.0,"POLE PERFECT STUDIOS, INC.",20080409.0,2-ACC,0,1231.0,10-K,20181231,2018.0,FY,2019-03-18 17:17:00.0,0,1,fil-20181231.xml,1,,19,2906,2019q1
20190319,0001654954-19-002948,1654954,OXBRIDGE RE HOLDINGS LTD,6331.0,KY,,GEORGETOWN,KY1-9006,"STRATHVALE HOUSE, 2ND FLOOR, PO BOX 469",90 NORTH CHURCH STREET,345-749-7570,KY,,GEORGETOWN,KY1-9006,"STRATHVALE HOUSE, 2ND FLOOR, PO BOX 469",90 NORTH CHURCH STREET,KY,,981150254.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-19 16:05:00.0,0,1,oxbr-20181231.xml,1,,19,2948,2019q1
20190321,0001654954-19-003037,1654954,WILLAMETTE VALLEY VINEYARDS INC,2080.0,US,OR,TURNER,97392,8800 ENCHANTED WAY S E,,5035889463,US,OR,TURNER,97392,8800 ENCHANTED WAY SE,,US,OR,930981021.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-21 16:04:00.0,0,1,wvvi-20181231.xml,1,,19,3037,2019q1
20190322,0001654954-19-003067,1654954,OCEAN THERMAL ENERGY CORP,4931.0,US,PA,LANCASTER,17603,800 SOUTH QUEEN STREET,,(717) 299-1344,US,PA,LANCASTER,17603,800 SOUTH QUEEN STREET,,US,NV,205081381.0,TETRIDYN SOLUTIONS INC,20060607.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-22 10:04:00.0,0,1,cpwr-20181231.xml,1,,19,3067,2019q1
20190322,0001654954-19-003087,1654954,"FITLIFE BRANDS, INC.",2833.0,US,NE,OMAHA,68137,5214 S. 136TH STREET,,402-884-1894,US,NE,OMAHA,68137,5214 S. 136TH STREET,,US,NV,0.0,"BOND LABORATORIES, INC.",20060831.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-22 16:10:00.0,0,1,ftlf-20181231.xml,1,,19,3087,2019q1
20190322,0001654954-19-003090,1654954,WIDEPOINT CORP,7373.0,US,VA,MCLEAN,22102,"7926 JONES BRANCH DRIVE, SUITE 520",,(703) 349-2577,US,VA,MCLEAN,22102,"7926 JONES BRANCH DRIVE, SUITE 520",,US,DE,522040275.0,ZMAX CORP,19970530.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-22 17:01:00.0,0,1,wyy-20181231.xml,1,,19,3090,2019q1
20190325,0001654954-19-003249,1654954,PETRO RIVER OIL CORP.,1311.0,US,NY,NEW YORK,10003,55 5TH AVENUE,SUITE 1702,469-828-3900,US,NY,NEW YORK,10003,55 5TH AVENUE,SUITE 1702,US,DE,980611188.0,GRAVIS OIL CORP,20110627.0,4-NON,0,430.0,10-Q,20190131,2019.0,Q3,2019-03-25 16:16:00.0,0,1,ptrc-20190131.xml,1,,19,3249,2019q1
20190326,0001654954-19-003343,1654954,SMITH MIDLAND CORP,3272.0,US,VA,MIDLAND,22728,ROUTE 28,P O BOX 300,5404393266,US,VA,MIDLAND,22728,RT 28,PO BOX 300,US,DE,541727060.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-26 07:58:00.0,0,1,smid-20181231.xml,1,,19,3343,2019q1
20190327,0001654954-19-003465,1654954,NOBLE ROMANS INC,5812.0,US,IN,INDIANAPOLIS,46204,ONE VIRGINIA AVE,STE 800,3176343377,US,IN,INDIANAPOLIS,46204,ONE VIRGINIA AVENUE,SUITE 800,US,IN,351281154.0,,,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-27 16:01:00.0,0,1,nrom-20181231.xml,1,,19,3465,2019q1
20190327,0001654954-19-003423,1654954,AURYN RESOURCES INC.,1040.0,CA,BC,VANCOUVER,V6E 3T3,600-1199 WEST HASTINGS STREET,,604-729-0600,CA,BC,VANCOUVER,V6E 3T3,600-1199 WEST HASTINGS STREET,,CA,BC,0.0,GEORGETOWN CAPITAL CORP,20110307.0,,0,1231.0,40-F,20181231,2018.0,FY,2019-03-27 07:29:00.0,0,1,aug-20181231.xml,1,,19,3423,2019q1
20190327,0001654954-19-003460,1654954,LODE-STAR MINING INC.,1040.0,US,NV,RENO,89501,"1 EAST LIBERTY STREET, SUITE 600",,(775) 234-5443,US,NV,RENO,89501,"1 EAST LIBERTY STREET, SUITE 600",,,,474347638.0,INTERNATIONAL GOLD CORP.,20050302.0,4-NON,0,1231.0,10-K,20181231,2018.0,FY,2019-03-27 14:34:00.0,0,1,lsmg-20181231.xml,1,,19,3460,2019q1
