,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,-35672.0,,-99661.0,,,-220063.0,-368740.0,-503475.0,-1670813.0,-1246025.0,,,,-44455.0,,-128098.0,,,,,,,,,,,,,,,,
GeologicalAndGeophysicalCosts,,,,,,,,,,,,,,,,,,,,,,,,26031.0,,,,,,,,,,,,,,,,,,,,
SalesRevenueGoodsNet,,,,,,,,,,,,,,,,,,,,,,4560.0,,6120.0,,,,,,,,,,,,,,,,,,,,
SellingExpense,,,,,,,,,,,,,,,,,,,,,,,,2811.0,15113.0,,,,,,,,,,,,,,,,,,,
TechnologyServicesCosts,,,,,,,,,,,,,,,,,,,,,,,,18327.0,2658.0,,,,,,,,,,,,,,,,,,,
LeaseOperatingExpense,,,,,,,,,,,,,,,,,,,486784.0,315397.0,315397.0,779296.0,,62499.0,309931.0,,,,,,,,,,,,,,,,,,,
InterestIncomeDepositsWithFinancialInstitutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockOptionPlanExpense,,,,,,,,,,,,,,48.0,873.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccruedDividendsAndAccretionOfSeriesBMandatorilyRedeemablePreferredStock,,,,,,,,,,,,,-352522.0,-92002.0,-94869.0,-96781.0,,,,,,,-352522.0,,,,,,,,,,483596.0,,,483596.0,,,,,,,,
SubadvisoryFeesForMutualFunds,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
OtherCostAndExpenseOperating,,,,,,,,,,,,,,,,,,,,,,,,,,2326655.0,,,,,,,,,,,,,,,,,,
ExtinguishmentOfDebtAmount,,,,,,,,,,,,,,,,,,,,,,,,,,-93513.0,,,,,,,,,,,,,,,,,,
ConsultingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250.0,,,,,,,
OtherInterestAndDividendIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80912.0,,,,,,,,
AccountingAndAuditExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,6704.0,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120.0,,14082.0,,,,,,,,,,
BeneficialConversionFeatureAndDerivativeInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512403.0,,,,,,5091530.0,5536110.0,,,,
AccretionOfMandatorilyRedeemableConvertible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072461.0,,,1164143.0,,,,,,,,
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92131.0,,,,,,,,
Revenue,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherUnderwritingExpense,,,,,,,,,1327354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LegalAndAccountingExpense,,,,,,,,,145160.0,99681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CostOfServicesLicensesAndServices,,,,,,,,,140000.0,215947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,,,,,,,,-267679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,-350000.0,0.0,,350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CumulativeEffectOfChangeInAccountingPrinciplePresentedOnIncomeStatementNetOfTax,,,,,,,,,42209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,,,,,,2039398.0,170545.0,,2209942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainOnSettlementOfAccruedExpenses,,,,,,,,,150000.0,150000.0,,-150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,,,195791761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestRevenueExpense,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,,,,,,383015.0,738409.0,,-246257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalOtherIncomeExpense,,,,,,,,,-3184250.0,-3539425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,-108729.0,222859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetLossAttributableToLatitudeSolutionsInc.,,,,,,,,,-17171554.0,-3966028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeightedAverageOutstandingSharesbasicAndDiluted,,,,,,,,,22544421.0,22844420.0,,61003175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ManagementFeesRevenue,,,,,,,,,,,,,,,,,,112000.0,48000.0,160000.0,160000.0,112000.0,,,,,,,,,,,,,,,,,,,,,,
ProductionTaxExpense,,,,,,,,,,,,,,,,,,,56079.0,,,39365.0,,,,,,,,,,,,,,,,,,,,140323.0,,
OtherExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestmentIncomeInterest,,,,,,,,,,,,,,,,,,,,986.0,2013.0,1000.0,,,,,,,,,,,,,,,,,,,,,2054.0,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,,,,,,,127478.0,143608.0,,127478.0,,,,,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted1,,,,,,,,,,243496194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842089.0,430084.0,,,,,,
DirectOperatingCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609169.0,545292.0,,,,,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270822.0,,450927.0,450927.0,,,,,,
UnrealizedGainLossOnDerivatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19089.0,-19089.0,,,,,,
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,800.0,,,,,,
ContinuedOperations,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperations,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
ConsultingFees,,,,,,,,,,,,0.0,63230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDilutedDuration,,,,,,,,,,,,,2384407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccretionOfMandatorilyRedeemableConvertiblePreferredStockDividends,,,,,,,,,,,,-102703.0,-113726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeightedAverageSharesOutstanding,,,,,,,,,,,,257684080.0,227839197.0,243496194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InsuranceServicesRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886040.0,,,,,,,,
DerivativeInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3682220.0,,,,,
SettlementExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-350000.0,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2629.0,,
InterestExpenseOther,,,,,,,,,,,,,,,,,,4836.0,,,,,,,,,,,,,,,,,,,,,,,,87665.0,,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531048.0,,
AccretionOfMandatorilyRedeemableConvertiblePreferredStock,,,,,,,,,,,,,,-18365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpenseAndAmortizationOfDebtDiscount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226982.0,,349143.0,790803.0,,,431982.0,
GainLossOnCryptocurrency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26028.0,,,,,
FixedAssetWriteoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-498.0,,-498.0,-498.0,,,-498.0,
SubscriptionReceivableWriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,-0.12,-0.12,,,0.0,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-0.02,0.0,,,0.0,
TestingForUSDepartmentOfAgriculturesApproval,,,,,,,,,,,,137800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockTransferAgentFees,,,,,,,,,,,,1421.0,,,,7202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentForAmortization,,,,,,,,,,,,364.0,,,,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BankFees,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImpairmentLossOnInvestee,,,,,,,,,,,,873029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherDepreciationAndAmortization,,,,,,,,,,,,,,,,,,449.0,50410.0,,,,,,,,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,36645.0,40425.0,,,,,,,,,,,,,,,,,,,,,,,,,
ForgivenessOfDebt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestmentIncomeNonoperating,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,
GainOrLossOnSaleOfPreviouslyUnissuedStockBySubsidiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WriteOffOfNoteReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000.0,
OtherGeneralExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SubscriptionReceivableWriteoffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49275.0,,,,
LossOnNotePayableConversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestingForU.S.DepartmentOfAgriculturesApproval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxExaminationInterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BankingFeesAndCommissions,,,,,,,,,,,,,,,,-125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LossContingencyLossInPeriod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000.0,,,,
DerivativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarketingAndAdvertisingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeetingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestmentIncomeNet,,,,,,,,,,,,,,,,,,,,,,-10014.0,,,,,,,,,,,,,,,,,,,,,,
