,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
Goodwill,,,,,,,83203000.0,76346000.0,4157596.0,3710000.0,209570000.0,209570000.0,49387000.0,0.0,42497000.0,5163739.0,8660930.0,1169415.0,42497000.0,27622490.0,8660930.0,11486000.0,8018578.0,0.0,9834522.0,6648911.0,0.0,242047000.0,322591.0,6556815.0,9584000.0,0.0,7043181.0,223611000.0,7130000.0,8217542.0,109281000.0,6843575.0,689328.0,27959000.0,111877000.0,,0.0
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,0.0,0.0,,0.0,0.0,612.0,,612.0,,,,,,,,,,,,,,,,,,,,,,,,,
ConstructionInProgressGross,,,,,,,,,6105086.0,,0.0,15882088.0,5271609.0,3992484.0,12037154.0,6829329.0,5346403.0,6831894.0,0.0,6609918.0,6251585.0,498860.0,1934.0,6251585.0,22187315.0,7007576.0,14486799.0,607477.0,607477.0,13659700.0,654778.0,33457043.0,34010928.0,468501.0,21022981.0,32321914.0,25029290.0,,819301.0,,,,
PrepaidExpenseNoncurrent,,,,,,,,,825583.0,825583.0,825583.0,868380.0,2702409.0,816016.0,304890.0,816016.0,1024136.0,485901.0,1024136.0,490937.0,480361.0,548271.0,397561.0,362144.0,,23221.0,23606.0,,,0.0,12500.0,12500.0,0.0,45090.0,40986.0,12500.0,12500.0,,,,,,
Advances,,,,,,,,,,,1190000.0,,,1190000.0,1190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,,68347000.0,147922000.0,859664.0,319721.0,4000.0,1496448.0,64564.0,21632405.0,34769.0,41785.0,47008.0,1220574.0,47008.0,94619.0,0.0,1081398.0,0.0,129000.0,17537868.0,81323.0,0.0,1132753.0,195008000.0,61273.0,183524000.0,18502.0,1670.0,86824.0,69456.0,79867.0,221062.0,41472.0,111951.0,235926.0,111951.0,99002.0,111951.0
CapitalizedComputerSoftwareNet,,,,,,,,,3799.0,0.0,6981.0,6981.0,6233.0,6981.0,0.0,,,0.0,0.0,0.0,331360.0,296480.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,61390.0
OilAndGasPropertyFullCostMethodNet,,,,,,,,,737162.0,14685943.0,2267009.0,14685943.0,2070108.0,18197387.0,3638371.0,19342785.0,3718828.0,19342785.0,4000.0,18263854.0,0.0,17877014.0,,,,,,,,,,,,,,,,,,,,,
NotesPayableRelatedPartiesNoncurrent,,,,,,,,,,,45198.0,46531.0,17550.0,7550.0,0.0,33500.0,2419398.0,40402.0,,770.0,0.0,770.0,,15275.0,15275.0,15275.0,14963861.0,,,,14963861.0,,,,,,,,,,,,
PropertyPlantAndEquipmentOther,,,,,,,,,1203.0,,1223528.0,1223528.0,1223528.0,1223528.0,1223528.0,1223528.0,1223528.0,1223528.0,1223528.0,1223528.0,,1223528.0,,,,,,,,,,,,,,,,,,,,,
DepositsAssets,,,,,,,,,200000.0,200000.0,200000.0,146079.0,200000.0,200000.0,2782924.0,5593.0,123579.0,123579.0,,324436.0,,,,,,,,,,,,,,,,,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,,,,,0.0,0.0,77784.0,246986.0,16144.0,847000.0,200632.0,12624.0,274074.0,85550.0,,13129.0,,,13129.0,0.0,0.0,1809493.0,3529.0,1755216.0,0.0,1755216.0,1855000.0,1925000.0,1149000.0,,,,0.0,,78656.0,,,,3000000.0
PropertyPlantAndEquipmentNet,,,,,,,7637000.0,33861000.0,112170.0,53974.0,2092.0,3967467.0,4843.0,80829.0,27004.0,223260.0,48301000.0,3979.0,14357349.0,1091.0,241439.0,154293.0,49361000.0,14064543.0,0.0,7679323.0,237844.0,56110000.0,4296.0,54977000.0,170301349.0,11672.0,1101452.0,35203176.0,6346000.0,444.0,94631.0,394841000.0,36663290.0,14295000.0,2338426.0,186815000.0,5794000.0
OtherLongTermAssetsIncludingAvailableForSaleSecurities,,,,,,,7423000.0,7423000.0,7423000.0,39900000.0,38288000.0,42148000.0,14463000.0,40570000.0,41010000.0,38426000.0,40700000.0,36150000.0,36576000.0,36576000.0,,,,,,,,,,,,,,,,,,,,,,,
MineralPropertiesNet,,,,,,,,,,611400.0,31948053.0,4600630.0,25000.0,291843.0,599897.0,1799301.0,599897.0,0.0,1799301.0,9919486.0,857422.0,30586000.0,599897.0,501400.0,5000.0,30586000.0,734422.0,651950.0,651950.0,5000.0,734422.0,15882179.0,0.0,8239934.0,734422.0,1.0,,734422.0,,,,11111143.0,
AccruedExpensesProfessionalFees,,,,,,,,,,277762.0,277762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,35021.0,1016237.0,1016237.0,,,2435720.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
DrillingAdvances,,,,,,,,,,48745.0,48745.0,120413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NotesReceivableNet,,,,,,,,,,,203422.0,203422.0,203422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIntangibleAssetsNet,,,,,,,,,16888827.0,100000.0,1600000.0,1600000.0,1600000.0,1600000.0,15490618.0,1600000.0,15490618.0,1600000.0,15501702.0,15320018.0,15508047.0,15462626.0,15320018.0,15402092.0,15356671.0,15311250.0,15265828.0,15220407.0,15265828.0,15265828.0,15084143.0,15084143.0,15084143.0,14947879.0,15084143.0,,,,,,,,
MarketableSecuritiesRestricted,,,,,,,,,686476.0,686476.0,686476.0,686476.0,686476.0,686476.0,686476.0,686476.0,686476.0,686476.0,,,,,,,,,,,,,,,,,,,,,,,,,
AdvanceMinimumRoyalties,,,,,,,,,106206.0,79999.0,13723.0,13723.0,6351.0,16351.0,17108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReceivableWithImputedInterestNetAmount,,,,,,,,,714653.0,455176.0,714653.0,282192.0,368684.0,117179.0,54604.0,54604.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,8626.0,33767.0,9593.0,0.0,685911.0,1126831.0,14146.0,630355.0,30326.0,2002012.0,94440.0,161500.0,503451.0,46125.0,46125.0,50000.0,1889491.0,1889491.0,215042.0,14963861.0,14963861.0,2320491.0,27773330.0,,,,,1300491.0,,,,,,,
EquityMethodInvestments,,,,,,,2598000.0,2598000.0,701000.0,1639000.0,18149.0,1860000.0,1090412.0,0.0,0.0,1040492.0,1011749.0,0.0,1290000.0,1183000.0,3680774.0,673567.0,878000.0,156000.0,757441.0,2298819.0,14626000.0,11259000.0,1429401.0,1463182.0,36278000.0,38920000.0,27862000.0,27862000.0,27862000.0,185023000.0,88331000.0,0.0,87992000.0,,146833000.0,102515000.0,65836000.0
AccruedExpensesExplorationCosts,,,,,,,,,,,237657.0,237657.0,400121.0,2272979.0,312000.0,312000.0,312000.0,312000.0,312000.0,312000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
RestrictedCashAndCashEquivalentsNoncurrent,,,,,,,,,,,410374.0,230716.0,220961.0,140000.0,231716.0,8661.0,28750.0,100000.0,27778.0,8625.0,28750.0,231716.0,52000.0,52000.0,52000.0,52000.0,52000.0,12814.0,12980000.0,12814.0,221322.0,20857.0,20857.0,22732.0,221322.0,23091.0,23091.0,22057.0,23091.0,,29185.0,,
SubordinatedDebtCurrent,,,,,,,,,,711270.0,626000.0,,,,,,,,,,,,,0.0,635000.0,,0.0,,,,,,,,,,,,,,,,
RestrictedInvestmentsNoncurrent,,,,,,,,,,0.0,0.0,1193567.0,1193567.0,1190048.0,,1193567.0,1186681.0,1187030.0,1186681.0,1186681.0,1170448.0,1175725.0,1175725.0,1086561.0,1089753.0,,,68308.0,68410.0,,68102.0,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,3000000.0,3561816.0,300000.0,3000000.0,3730174.0,117702.0,117702.0,3730174.0,633306.0,483950.0,3730174.0,338067.0,310000.0,0.0,75000.0,82116.0,274123.0,516018.0,0.0,600000.0,29322.0,0.0,150000.0,48652.0,139967.0,1000000.0,0.0,3329219.0,,,0.0,1590757.0,1924957.0,1485673.0,1406029.0
CustomerDepositsCurrent,,,,,,,,,150522.0,2083.0,0.0,655828.0,8389460.0,4365523.0,589330.0,1428.0,9127000.0,22856.0,166450.0,157971.0,3894000.0,165066.0,983464.0,61428.0,1072998.0,2630723.0,5322000.0,237311.0,805910.0,2384.0,2543000.0,4272144.0,4272144.0,614558.0,2794.0,614558.0,4901000.0,3137.0,485295.0,1445000.0,237000.0,37000.0,37000.0
ConvertibleDebt,,,,,,,,,,1012247.0,0.0,1186630.0,1784066.0,808898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherAccountsPayableAndAccruedLiabilities,,,,,,,,,27848.0,3760.0,44724.0,44700.0,3775324.0,8675206.0,1064045.0,109147.0,6996388.0,7561146.0,75962761.0,21428395.0,22330746.0,627109.0,23155435.0,13427130.0,13427130.0,627109.0,11569981.0,4153054.0,19745852.0,487172.0,487172.0,19382593.0,21486356.0,8611816.0,437284.0,25305594.0,209.0,,9317038.0,,,,
OtherAssetsNoncurrent,,,,,,,,,908368.0,0.0,908368.0,40000.0,27737.0,950000.0,7549.0,2216000.0,863000.0,863000.0,250.0,1690000.0,102836.0,160377.0,7655.0,4942000.0,97000.0,9981.0,234000.0,58318.0,58089.0,7979000.0,97000.0,1121184.0,31121000.0,0.0,8267016.0,3864588.0,256380000.0,219577000.0,3864588.0,4906405.0,3361110.0,1991000.0,4688092.0
NotesAndLoansReceivableNetNoncurrent,,,,,,,,,,,17984.0,119782.0,119782.0,712138.0,,0.0,,,,,,,,686.0,150000.0,,686000.0,1209000.0,1096000.0,,,,,,,,,,,,,,
InventoryRawMaterials,,,,,,,,,24000.0,24000.0,24000.0,6347012.0,24000.0,4093316.0,37905.0,4412151.0,4412151.0,4003790.0,,,,,,,,,,,,,,,,,,,,,,,,,
DueToOfficersOrStockholdersNoncurrent,,,,,,,,,,326745.0,326745.0,326745.0,,,,,,,,275508.0,275508.0,328500.0,275508.0,,259068.0,259068.0,0.0,609944.0,609944.0,959388.0,771607.0,771607.0,822912.0,824267.0,771607.0,515464.0,492450.0,490037.0,648088.0,490037.0,490037.0,835000.0,835000.0
DeferredFinanceCostsNet,,,,,,,,,,,504387.0,479307.0,2900.0,1102070.0,997580.0,1102070.0,1835.0,0.0,323348.0,0.0,1068541.0,323348.0,78653.0,69517.0,,,,,,,,,,,,,,,,,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,,,113047.0,228618.0,204398.0,107.0,131244.0,10927000.0,24467.0,64648.0,2513.0,15524.0,15524.0,0.0,332835.0,18867.0,133958.0,141935.0,168468.0,184492.0,,206581.0,206581.0,13855000.0,,206581.0,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,30033.0,12948.0,30033.0,,30033.0,93998.0,447000.0,,199996.0,,,,,,,,,,,,,,,,,,,,,,,,,
CustomerAdvancesAndDepositsCurrent,,,,,,,,,,1363.0,212590.0,212590.0,212590.0,173022.0,377125.0,227489.0,246771.0,377125.0,377125.0,0.0,1648.0,,,,,34750679.0,,0.0,0.0,0.0,58311.0,23459.0,23459.0,23459.0,0.0,,,20769000.0,,,,,
OtherAssets,,,,,,,,,16027326.0,16012138.0,10579137.0,7048830.0,2557314.0,5583828.0,2902824.0,5276810.0,4157995.0,5276810.0,2540506.0,2540506.0,,1207535.0,310369.0,16197.0,,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,,,547000.0,54039.0,992000.0,0.0,,4766000.0,77260.0,872000.0,0.0,155100.0,346889.0,155100.0,711000.0,319000.0,626012.0,26000.0,12302000.0,1643.0,1348.0,1888.0,1680000.0,1589000.0,2219000.0,2343000.0,15161000.0,2961000.0,2312000.0,2961000.0,3052000.0,3311000.0,3618000.0,,
AssetRetirementObligationCurrent,,,,,,,,,,644089.0,675872.0,171404.0,50160.0,171404.0,50160.0,133298.0,39000.0,351334.0,836073.0,39000.0,,39000.0,340827.0,39000.0,,198816.0,145029.0,751000.0,1000000.0,,145029.0,,,,205201.0,,,205201.0,,,,,
ConvertibleNotesPayable,,,,,,,,,,,670755.0,,29871.0,,56761.0,,,0.0,,206790.0,,0.0,,,,,,,,,,,,,,,,,,,,,
DepositsAssetsNoncurrent,,,,,,,,,22200.0,3000.0,0.0,3000.0,240805.0,1426700.0,14403380.0,50000.0,15000.0,6040909.0,3473509.0,29892.0,125267.0,668772.0,5678629.0,30321.0,14058.0,1706025.0,16493.0,22241.0,23055.0,93868.0,93868.0,0.0,1000.0,27923.0,1000.0,2926.0,98633.0,707000.0,34040.0,11457.0,615000.0,688000.0,2040.0
BankLoans,,,,,,,,,2007994.0,2000581.0,2007994.0,1618089.0,1420465.0,1964533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherShortTermBorrowings,,,,,,,,,41534.0,72313.0,0.0,,71809.0,2088037.0,908084.0,455539.0,,1456083.0,,,63000.0,75100.0,,7836785.0,2500000.0,6471881.0,,,,,,,752320.0,,,,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,745116.0,5416.0,5415.0,868376.0,863594.0,863594.0,,2170339.0,2170339.0,0.0,0.0,0.0,552178.0,0.0,0.0,,,,123574.0,0.0,,396173.0,0.0,396173.0,0.0,13811908.0,427291.0,9610994.0,0.0,,20914000.0,,20914000.0,57815000.0,0.0
AssetsNoncurrent,,,,,,,,,36851510.0,72581606.0,29685196.0,7192.0,36531670.0,21597580.0,1541044.0,18606328.0,18606328.0,36320639.0,2590701.0,35566948.0,1615627.0,35566948.0,12770899.0,10013829.0,446479.0,5025911.0,4763669.0,139453.0,51889.0,93557.0,8369837.0,1000.0,7770149.0,10372199.0,64683.0,11636.0,32577000.0,32577000.0,11243.0,65846.0,65846.0,10625.0,4989784.0
OtherLongTermNotesPayable,,,,,,,,,3750000.0,3750000.0,3750000.0,4646121.0,3813750.0,3813750.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,100.0,339170.0,2368409.0,0.0,697568.0,415709.0,20000.0,1062521.0,425444.0,0.0,400000.0,457612.0,650.0,600.0,4921.0,24316.0,1935900.0,316500.0,198464.0,2235082.0,2126473.0,2197082.0,154321.0,164582.0,18954.0,27500.0,0.0,304794.0,341473.0,363112.0,367414.0,490037.0,161000.0,165500.0,510000.0
AccountsPayableTradeCurrent,,,,,,,,,4996069.0,744.0,2624000.0,719.0,22090232.0,1043505.0,1198937.0,753.0,7721067.0,776.0,7696130.0,5777658.0,5784827.0,17847.0,196000.0,1532542.0,36000.0,408000.0,8903510.0,200000.0,21654.0,21089.0,18551836.0,7095303.0,6727206.0,15580655.0,,65616543.0,8954475.0,,,,,,
AccruedRoyaltiesCurrent,,,,,,,,,,,544000.0,,,729893.0,729893.0,0.0,0.0,,301000.0,,,,19000.0,732293.0,,,,,,,,,,,,,,,,,,,
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,,,,,,,,,,55522.0,80427.0,80427.0,80427.0,0.0,109401.0,109401.0,2206.0,109401.0,1553.0,142271.0,5567.0,4272.0,4272.0,4878.0,340349.0,340349.0,5000.0,5.0,5.0,5.0,5000.0,5000.0,5000.0,5000.0,5000.0,6000.0,430000.0,265000.0,265000.0,61000.0,265000.0,,
OtherNotesPayableCurrent,,,,,,,,,,0.0,267500.0,10000.0,925041.0,10500.0,30500.0,2024670.0,533422.0,4092417.0,4127170.0,1069279.0,0.0,0.0,0.0,98452.0,4336271.0,23749.0,0.0,1069279.0,23749.0,41248.0,4412012.0,0.0,0.0,41248.0,4259595.0,,,,,,,,
Assets,,,,,,,552597000.0,740372000.0,7655343.0,781645000.0,5392.0,2002414.0,31661964.0,47853843.0,107970000.0,1272590.0,3638841.0,179344.0,150887.0,568308.0,303046312.0,1751.0,14997318.0,113237261.0,155551000.0,99374.0,3302539.0,10611903.0,3775557.0,1537609.0,1042278000.0,92113330.0,1263500000.0,139045.0,39872000.0,110310790.0,511.0,710737.0,4685635000.0,219892.0,671112000.0,128024585.0,909425000.0
DueToADirector,,,,,,,,,,0.0,18480.0,113991.0,108514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillsPayable,,,,,,,,,,,1571200.0,0.0,26395670.0,17022627.0,1571200.0,1592000.0,13995550.0,13995550.0,572600.0,572600.0,243750.0,,,,,,,,,,,,,,,,,,,,,,
TaxesPayableCurrent,,,,,,,3476000.0,12771000.0,6709000.0,9067.0,3067000.0,42202.0,2480000.0,2634000.0,4125000.0,2981136.0,2495472.0,26878.0,2634000.0,32752.0,1132253.0,32752.0,2879172.0,192205.0,1826922.0,6287000.0,5108878.0,4320470.0,178625.0,5235000.0,187046.0,467674.0,5235000.0,522779.0,680491.0,1351000.0,13898000.0,2208000.0,2208000.0,2208000.0,5742000.0,16170000.0,1272000.0
DeferredTaxLiabilitiesCurrent,,,,,,,,,12599.0,12599.0,12599.0,,10197.0,112625.0,35125.0,112625.0,10481.0,525910.0,55166.0,21626.0,10442.0,10598.0,0.0,,21418.0,0.0,83101.0,,0.0,83101.0,72946.0,107609.0,107609.0,,0.0,0.0,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,316513.0,224324.0,505833.0,2021627.0,6467260.0,148000.0,969102.0,792000.0,615800.0,505833.0,0.0,542224.0,599781.0,1362828.0,652859.0,652859.0,331000.0,331000.0,6869.0,3374658.0,624276.0,0.0,327535.0,327535.0,415633.0,0.0,1548415.0,544508.0,144763.0,7313000.0,70258.0,73813.0,70258.0,643477.0,868312.0
OtherAccruedLiabilitiesNoncurrent,,,,,,,,,1582.0,0.0,82677.0,30100.0,18273.0,0.0,0.0,18254.0,0.0,50000.0,147654.0,168370.0,,,,,,,,,3659.0,3659.0,3659.0,,0.0,,,,,,,,,,
WarrantsAndRightsOutstanding,,,,,,,,,,1009318.0,1009318.0,53948.0,144411.0,47540.0,2163000.0,0.0,34334.0,53948.0,173.0,738180.0,1344440.0,619660.0,0.0,19436706.0,551001.0,585050.0,395217.0,1382.0,251611.0,1382.0,1843000.0,22775000.0,1843000.0,873000.0,1000.0,,,17112.0,,,,,
BridgeLoan,,,,,,,,,,,7500000.0,,7500000.0,7500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCurrentLiabilitiesBeforeClientFundObligations,,,,,,,57927000.0,57927000.0,57927000.0,97696000.0,104396000.0,97253000.0,104396000.0,75367000.0,73377000.0,73377000.0,76859000.0,77106000.0,89918000.0,76028000.0,76859000.0,86144000.0,81823000.0,81823000.0,82198000.0,85745000.0,82198000.0,76320000.0,82198000.0,82141000.0,64543000.0,72038000.0,80859000.0,80859000.0,80859000.0,80859000.0,241352000.0,133486000.0,133486000.0,,180611000.0,127881000.0,155808000.0
AccountsPayableCurrent,,,,,,,5175000.0,3596000.0,19372.0,56089.0,103058.0,303747.0,67784.0,122069.0,57171917.0,3646560.0,26567000.0,20855.0,150857.0,181399.0,5909.0,28820.0,5909.0,757401.0,28177.0,1083910.0,0.0,1026.0,5299.0,3475.0,3475000.0,4554000.0,236242.0,74372.0,3914000.0,9423017.0,29805350.0,278036.0,185550.0,75792.0,2052988.0,18202.0,9866000.0
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,520342.0,1150264.0,412849.0,26453.0,787.0,666000.0,465726.0,316534.0,2416489.0,216297.0,10654.0,639099.0,35205.0,13590.0,1249084.0,7131000.0,161405.0,60598.0,26900.0,299887.0,1595000.0,4851630.0,4157651.0,32779.0,5624.0,90864.0,104358.0,3921359.0,85203.0,4433665.0,8090.0,928103.0,397309.0,2030000.0,5425681.0
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,22500.0,-1814000.0,0.0,4000.0,4000.0,125000.0,,0.0,0.0,4000.0,,,,,0.0,-60000.0,-60000.0,-60000.0,-1251000.0,-1251.0,-623.0,-887.0,-1251000.0,-774000.0,-596000.0,-852000.0,-1483000.0,-5997000.0,-1483000.0,-1483000.0,-2253000.0,2253000.0,-2253000.0,,
CommonStockAndWarrantsIssuable,,,,,,,,,,35000.0,0.0,737100.0,737100.0,737100.0,737100.0,737100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClientFundObligations,,,,,,,83661000.0,83661000.0,186668000.0,159542000.0,186668000.0,39408000.0,186668000.0,409166000.0,409166000.0,538318000.0,409166000.0,685305000.0,752476000.0,744782000.0,,,,,,,,,,,,,,,,,,,,,,,
LongTermLoansPayable,,,,,,,,,2357750.0,2357750.0,599438.0,10625.0,6704.0,60297.0,11095000.0,11158000.0,31346.0,11095000.0,31346.0,0.0,477195.0,55867.0,690293.0,551190.0,4487655.0,6768200.0,36249.0,28937000.0,2813000.0,1546000.0,,2565000.0,50000.0,50000.0,3291000.0,1992000.0,1992000.0,1662000.0,1510000.0,827000.0,1140000.0,339000.0,448000.0
AccruedLiabilitiesCurrent,,,,,,,,,,119540.0,45377.0,14877.0,24869.0,13079.0,329692.0,346579.0,11413000.0,584.0,0.0,68839.0,1301692.0,39613.0,29803.0,208529.0,160437.0,908000.0,201837.0,2603662.0,12588000.0,189672.0,12451.0,1992214.0,10874000.0,192433.0,1435000.0,173602.0,35656.0,31167.0,196316.0,1537000.0,2060000.0,2048399.0,487592.0
ConvertibleDebtCurrent,,,,,,,,,1420000.0,100000.0,250000.0,47938.0,116767.0,116767.0,0.0,1861373.0,0.0,74395.0,459499.0,199529.0,200097.0,146807.0,164660.0,164660.0,7749036.0,1304573.0,741042.0,229438.0,1344566.0,1990817.0,1153540.0,50000.0,619769.0,0.0,1117771.0,3329219.0,1213397.0,1213397.0,1071172.0,389000.0,2056663.0,5642000.0,5642000.0
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,67190.0,67190.0,47033.0,1358549.0,0.0,21600.0,66504.0,447516.0,0.0,25200.0,0.0,38160.0,114226.0,27600.0,28200.0,277500.0,26400.0,43036.0,123282.0,0.0,457000.0,457000.0,0.0,110168.0,33600.0,33600.0,22362.0,23207.0,32036.0,15390.0,,39000.0,299622.0,
StockholdersEquityNoteSubscriptionsReceivable,,,,,,,,,,,427038.0,427038.0,,15500.0,0.0,64050.0,64050.0,17000.0,0.0,64050.0,64050.0,,,,,,,,,,,,,,,,,,,,,,
NotesPayableCurrent,,,,,,,,,564000.0,200000.0,7327232.0,0.0,0.0,50000.0,299000.0,166623.0,0.0,166623.0,0.0,1014722.0,3450.0,9200666.0,9200666.0,0.0,3947.0,61813.0,2500000.0,166623.0,3850478.0,50000.0,3850478.0,1111000.0,14013070.0,50000.0,50000.0,2179234.0,661000.0,378000.0,50000.0,0.0,50000.0,0.0,162150.0
AccruedSalariesCurrent,,,,,,,,,396156.0,55006.0,54367.0,33265.0,321285.0,444374.0,6805.0,3060384.0,67675.0,321285.0,33844.0,57719.0,72042.0,128989.0,191036.0,69544.0,864268.0,2142.0,173293.0,470128.0,24292.0,109000.0,173004.0,170673.0,261471.0,234595.0,19448.0,1314075.0,7099.0,6468.0,6468.0,6468.0,9283.0,11924.0,8100.0
ShortTermBorrowings,,,,,,,,,36500000.0,34750.0,47500.0,0.0,0.0,0.0,3768496.0,250000000.0,21911344.0,16302.0,12600000.0,0.0,47380.0,141853000.0,141853000.0,626129.0,4104000.0,1573416.0,36656553.0,1612903.0,1612903.0,38636.0,,300773.0,1504687.0,27351.0,234090000.0,236637000.0,234090000.0,582128.0,26377.0,582128.0,73109.0,46757.0,245536000.0
LoansPayableCurrent,,,,,,,,,299179.0,1179993.0,202787.0,76875.0,62835.0,3510243.0,10684625.0,0.0,253227.0,1194798.0,258333.0,10000.0,634486.0,28862794.0,0.0,977500.0,204176.0,776936.0,248030.0,21728100.0,1206500.0,98030.0,20407.0,704000.0,258030.0,704000.0,704000.0,0.0,772000.0,368000.0,725000.0,740000.0,713000.0,602000.0,209035.0
ShareIssuanceObligation,,,,,,,,,,194700.0,194700.0,194700.0,,194700.0,194700.0,194700.0,,194700.0,,,,,,,,,,,,,,,,,,,,,,,,,
DonatedCapital,,,,,,,,,238807.0,0.0,0.0,0.0,0.0,4500.0,109000.0,109000.0,4500.0,0.0,0.0,127381.0,222495.0,131881.0,131881.0,305290.0,222495.0,154381.0,388761.0,149881.0,314982.0,167881.0,167881.0,667522.0,,,,,,,,,,,
SettlementLiabilitiesCurrent,,,,,,,,,30316000.0,7660508.0,7660508.0,16106691.0,16106691.0,16106691.0,16106691.0,16106691.0,2005000.0,16106691.0,,,,,,,,,,,692442000.0,536725000.0,333242000.0,513713000.0,640455000.0,640455000.0,412177000.0,640455000.0,149047000.0,65765000.0,149047000.0,,63479000.0,8037000.0,8015000.0
DueToRelatedPartiesCurrent,,,,,,,,,2268323.0,32966.0,2338.0,106308.0,98617.0,826379.0,0.0,447000.0,3391.0,2071142.0,258000.0,46382.0,1096.0,18804.0,3529.0,221397.0,20000.0,14660.0,473992.0,307818.0,485283.0,417653.0,335322.0,0.0,128000.0,310657.0,15433.0,5594.0,7207603.0,752113.0,235678.0,15862.0,752113.0,393453.0,73380.0
SecuredDebtCurrent,,,,,,,,,,,22686.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,966406.0,978361.0,1019374.0,978361.0,978361.0,,
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,0.0,,3943000.0,4583000.0,3943000.0,5942000.0,864000.0,0.0,0.0,0.0,25000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
OtherLoansPayableCurrent,,,,,,,,,217245.0,313313.0,0.0,158400.0,488022.0,157120.0,5762664.0,642796.0,1989023.0,2448.0,1989023.0,610731.0,1543509.0,2059739.0,1543509.0,436750.0,2059739.0,427179.0,796078.0,474377.0,600205.0,600205.0,3368540.0,600205.0,4098772.0,343451.0,420979.0,4098772.0,,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,,,22625.0,13217.0,13246.0,40877.0,83856.0,52044.0,24570.0,0.0,991000.0,7826.0,7902.0,4525884.0,19049.0,33227.0,925000.0,32945.0,4659756.0,10964.0,0.0,475365.0,209544.0,33152.0,31022.0,5240.0,31022.0,190207.0,190207.0,89716.0,59204.0,0.0,2363.0,2363.0,235222.0,81109.0,218069.0
DerivativeLiabilitiesNoncurrent,,,,,,,,,10389768.0,876409.0,65555.0,0.0,480461.0,639528.0,375214.0,3919411.0,3522071.0,0.0,0.0,4014614.0,9789.0,15042994.0,2858618.0,181723.0,1581444.0,0.0,10097275.0,1581444.0,798338.0,0.0,0.0,46352.0,273000.0,273000.0,0.0,,,,,,,,
ConvertibleSubordinatedDebtCurrent,,,,,,,,,,,437181.0,0.0,444436.0,448297.0,450000.0,0.0,0.0,,409851.0,420612.0,,432063.0,432063.0,3448710.0,,,,,,,,,,,,,,,,,,,
LongTermDebtCurrent,,,,,,,,7347000.0,3763.0,12000.0,21000.0,14316000.0,4631.0,12864.0,0.0,5089.0,5089.0,15007000.0,6354000.0,14005000.0,0.0,0.0,4500000.0,14789000.0,5227.0,28622000.0,8503000.0,22197027.0,95771.0,539233.0,8288000.0,539233.0,2079000.0,0.0,2079000.0,56446000.0,1828900.0,692000.0,1840000.0,3727778.0,692000.0,3300000.0,5476357.0
