,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
AssetRetirementObligationAccretionExpense,,,,,,,,,,,,,,,,,72122.0,,,,,,72122.0,,,,,,,,,,,,,,,,,,,,,
AccountsReceivable,,,,,,,,,,,,,,,,0.0,152516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeposits,,,,,,,,,,,,,-25000.0,,,,-25000.0,,,,,-141987.0,-141987.0,-33752.0,-26157.0,,,,,,,,,,,,,,,,,,,
AccruedCommissionsExpense1,,,,,,,,,,,,,,,,667622.0,,-699592.0,667622.0,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,,,,,,3000.0,6000.0,9000.0,12000.0,-2955.0,5000.0,-9000.0,-5000.0,2955.0,-5000.0,-5000.0,20202.0,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,,,,,,,,,,,,300000.0,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireMachineryAndEquipment,,,,,,,,,,,,,,,,,,,,,,42567.0,16500.0,,69932.0,,,,,,,,,,,,,,,,,,,
ProceedsFromConvertibleDebt,,,,,,,,,5068961.0,5068961.0,,5068961.0,1000000.0,,,300000.0,1000000.0,,,,,75000.0,25000.0,75000.0,2000000.0,,,,,,,63750.0,,192500.0,,,0.0,1500000.0,676500.0,676500.0,0.0,0.0,206150.0,
RepaymentsOfOtherDebt,,,,,,,,,,,,,0.0,,,,200000.0,,,,,280000.0,195000.0,65000.0,-40000.0,,,,,,,,,,,,8533.0,8760.0,,,,,,
ProceedsFromIssuanceOfDebt,,,,,,,,,,,,,,,,,,35000.0,35000.0,115000.0,130000.0,,,,,,,,,,,,,,,,,,,606300.0,,,,
IncreaseDecreaseInDeferredCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
CashPeriodIncreaseDecrease,,,,,,,,,2592760.0,-2133.0,,177587.0,,-214538.0,-419959.0,-62180.0,-50468.0,24409.0,11530.0,-62180.0,-50468.0,,,,,,,,,,,,,,,,394907.0,-274800.0,,4570.0,,,,
NetDeficitOfSubsidiaryOnPurchase,,,,,,,,,,,,,-55992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,,,,,,,,,,,,,,,,,200.0,,,,,61099.0,61099.0,61099.0,,,,,,,,,,,,,,,,,,,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299770.0,1000000.0,1000000.0,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22358.0,-24442.0,-6452.0,
ConvertibleNoteDiscount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000.0,110000.0,,
AdjustmentOfWarrantsGrantedForServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132593.0,132593.0,132593.0,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,,,,,,,240.0,2076.0,,517.0,-372.0,-372.0,,,,,,3750.0,7500.0,,,,,,,13573.0,0.0,67112.0,,
PaymentsToAcquireBusinessesAndInterestInAffiliates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,,
CostsInExcessOfBillings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72518.0,63761.0,80953.0
ProceedsFromCommonStockSubscribed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000.0,60000.0,,,60000.0,60000.0,,,
IncreaseDecreaseInCustomerDeposits,,,,,,,,,,,,,,,,,,,,,,,,,,109692.0,,299025.0,,,,,,,,,,176974.0,,77927.0,,176974.0,-39332.0,198071.0
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383835.0,133364.0,453.0,
IncreaseDecreaseInDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-153474.0,-235786.0,-341580.0,,-1600.0,-235786.0,-341580.0,,
Cash,,,,,,,,,213687.0,3041953.0,,668664.0,,360860.0,,,,,,,,,,,,,,,,,,,,,,,709668.0,326179.0,,7133.0,7338.0,,,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.0,,,6000.0,9000.0,6000.0,6000.0,6000.0
ProceedsFromRepaymentsOfLinesOfCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2734.0,,,-810767.0,200000.0,,121828.0,8705.0,102770.0,-57850.0,-168256.0
RepaymentsOfShortTermDebt,,,,,,,,,-100000.0,,,100000.0,,,,,,,,13953.0,24500.0,,,,,,,,,,,,,,,,,340600.0,,85150.0,255450.0,493081.0,493081.0,13917.0
ProceedsFromShortTermDebt,,,,,,,,,100000.0,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000.0,625000.0,625000.0,,625000.0
InterestPaidNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35058.0,,47384.0,,99313.0,123223.0,10000.0,,0.0
ChangesInOperatingLeaseLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChangeInDeferredTaxEstimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021566.0,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56988.0,53000.0,
ExchangeOfAccountsReceiveableForNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashlessExerciseOfStockOptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConversionOfStockAmountIssued1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,,,,
IssuanceOfSeriesEPreferredStockForAcquisitionOfWebtegrityLlcValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,560945.0,,10000.0,321265.0,
PreferredStockIssuedAsCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75500.0,
StockIssuedWithNotePayableCashFlowEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000.0
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,62963.0,,,5000.0,,,,,,,,,,,,,,,,,,,788.0,,,975606.0,488252.0
IncreaseDecreaseInOtherAccountsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742.0,7460.0
FreeRentalExpenseOfferedByStockholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,15000.0,20250.0,205270.0,22680.0,82776.0,,,,,,,,,,,,,,,,,,,,5066.0,,37615.0
AmortizationOfDebtDiscount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33243.0,
DerivativeGainOnDerivative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121390.0,,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29183.0,21548.0,929.0
EffectsOfNoteConversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DerivativeCostOfHedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103674.0,
ProceedsFromRepaymentsOfBankOverdrafts,,,,,,,,,,9282.0,,,,,,,,,,,,,,,,-9428.0,,,,,,,,,,,,,,,,,-400.0,
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46209.0,-46209.0
IncreaseDecreaseInOperatingAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-12535.0,152583.0
IncreaseDecreaseInCustomerAdvances,,,,,,,,,,,,,,,,,,45633.0,,,50046.0,,,,,,,,,,,,,,,,,,,,,,131555.0,0.0
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,221354.0,768973.0,167012.0,169522.0,557888.0,,,,,,,981727.0,,,,,,,,,,3085093.0,,,-246738.0,,,,,,-141783.0,-114920.0,2608.0
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53195.0,-36134.0,,,,55930.0,-4842.0,-4842.0
IncreaseDecreaseInContractWithCustomerLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11474.0,-365693.0
IncreaseDecreaseInOperatingLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8490.0,8409.0,8409.0
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
RepaymentsOfBankDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
RepaymentsOfConvertibleDebt,,,,,,,,,-121000.0,0.0,,116000.0,,,,,,,,,385000.0,,,,,,,,,,,,,,,,0.0,40000.0,,,,3465.0,0.0,3465.0
ConversionOfDebtForEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,,,,,,,0.0,,,,,,,,,,,,300.0,0.0,300.0,,300.0,,,,,,,,,,,,,,,,,10000.0,10000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25398.0,-204.0,467956.0
NotePayableAndInterestConvertedToCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87225.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-634835.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819328.0
DerivativeSettlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339105.0
FinanceLeaseRightOfUseAssetAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DerivativeDiscount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127273.0
StockSubscriptionPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,,,,,,,,,,,,,,,,
WriteOfOffIntangibleAsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,73765.0,,,,,,,,,,,,,,,,
IncreaseDecreaseInStockIssuedForServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10000.0,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStockForIntellectualPropertylicenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,454168.0,,25638.0,,,,,,,,,,,,,,,,
ProceedsFromSaleOfOtherAssets1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,,
PaymentsForRepurchaseOfCommonStockForSubscriptionsReceived,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000.0,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfStockPurchaseRefund,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,,,,,,,,,,,,,,,
ProceedsFromStockSubscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfShortTermDebt,,,,,,,,,,,,,,,,,,,,1475000.0,1475000.0,,,,,-3772.0,,-214.0,,,,,,,,,,,,,,,,
StockIssuedForServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,7876.0,,,,,,,,,,,,,,,,
ShareholdersNonCashContribution,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,
ShareholdersNonCashContributionRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherNoncashExpense,,,,,,,,,,,,,30000.0,,60000.0,,,,,12000.0,12000.0,17815.0,17815.0,17815.0,,,,,,,,,,,,,,,,,,1661.0,,
GainOnSettlementOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,118492.0,,,,,,,,,,,,,,,,,,,
GainsLossesOnDiscountOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,,,,,,,,,,,,,,,,,,
FairValueOfAssetsAcquired,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2000000.0,2000000.0,,,,,,,,,,,,,843705.0,299770.0,,,,
PaymentsToExploreAndDevelopOilAndGasProperties,,,,,,,,,,,,,,,,,,86000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ConversionOfNotePayableToPreferredStock,,,,,,,,,,,,,,,,,,,,,,,,330000.0,330000.0,330000.0,,,,,,,,,,,,,,,,,,
ConversionOfRelatedPartyNoteToPreferredStock,,,,,,,,,,,,,,,,,,,,,,,,58000.0,58000.0,58000.0,,,,,,,,,,,,,,,,,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,74445.0,183778.0,73823.0,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireOilAndGasEquipment,,,,,,,,,,,,,,,,,,,,,,223554.0,213550.0,223554.0,185487.0,,,,,,,,,,,,,,,,,,,
CashTransferredInDivestiture,,,,,,,,,,,,,,,,,,,,969.0,,969.0,,-969.0,,0.0,,,,,,,,,,,,,,,,,,
ForgivenessFromShareholders,,,,,,,,,,,,,,,,,,,,,37866.0,37866.0,,37866.0,,,,,,,,,,,,,,,,,,,,
NoncashOrPartNoncashAcquisitionSubscriptionReceivable,,,,,,,,,,,,,,,,,,,,,,-900000.0,30000.0,30000.0,,,,,,,,,,,,,,,,,,,,
WarrantIssuedForServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfWarrantIssuedForServices,,,,,,,,,,,,,,,,,,,,,,3182.0,,,9619.0,,,,,,,,,,,,,,,,,,,
StockIssuedOrToBeIssuedInConnectionWithFinancingArrangements,,,,,,,,,,,,,,101191.0,180600.0,10479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedInConnectionWithDividendArrangements,,,,,,,,,,,,,43098.0,10560.0,21237.0,33068.0,,,,,,,33312.0,,,,,,,,,,25406.0,,,0.0,,,,,,,,
StockIssuedOrToBeIssuedInConnectionWithServicesRendered,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccrualOfSeriesAPreferredStockDividends,,,,,,,,,,,,,0.0,14210.0,28718.0,0.0,,,,,,,57855.0,,,,,,,,,,62649.0,,,65374.0,,,,,,,,
AccrualOfSeriesBPreferredStockDividendsAndAccretion,,,,,,,,,,,,262318.0,352521.0,92002.0,94868.0,96782.0,,,,,,,380239.0,,,,,,,,,,483596.0,,,483596.0,,,,,,,,
AccretionOfDiscount1,,,,,,,,,,,,,,,-7152.0,-17400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TradingSecuritiesRealizedGainLoss,,,,,,,,,,,,-90701.0,-116187.0,-12093.0,-14455.0,-15144.0,,,,,,,-93379.0,,,,,,,,,,45206.0,,,79061.0,,,,,,,,
RepaymentsOfNotesPayable,,,,,,,,,-17438.0,,,,,,,,,,,,,,,,,,,,,,,30000.0,,,200000.0,85150.0,200000.0,,,65505.0,,,65505.0,
PaymentsForProceedsFromInvestments,,,,,,,,,,,,-890569.0,15742.0,312355.0,177570.0,-393637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfMortgageBackedSecuritiesMBS,,,,,,,,,,,,,894294.0,213591.0,477898.0,257203.0,,,,,,,894294.0,,,,,,,,,,868743.0,,,631121.0,,,,,,,,
PurchaseCollectionOfAccruedInterest,,,,,,,,,,,,,,55.0,-613.0,4273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,,,,,,,,,,,,794000.0,1762000.0,258000.0,308000.0,12000.0,,,,,,,452500.0,,,,,,,,,,314000.0,,,195060.0,,,,,,,,
RepaymentsOfLongTermDebtAndCapitalSecurities,,,,,,,,,,,,-173500.0,-1046619.0,-280000.0,-433000.0,-416849.0,,,,,,,887500.0,,,,,,,,,,2319269.0,,,2319269.0,,,,,,,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,,,,,,,24922.0,55788.0,,,,,,,249133.0,,,,,,,,,,112027.0,,,12987.0,,,,,,,,
FreshStartAdjustmentIncreaseDecreaseShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,15742.0,,,,,,,,,,,,,,,,,,,,,
EmployeeBenefitsAndShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,,,,75500.0,
StockIssuedInConnectionWithFinancingArrangements,,,,,,,,,,,,,70175.0,,,,,,,,,,249133.0,,,,,,,,,,112027.0,,,2108.0,,,,,,,,
StockIssuedInConnectionWithServicesRendered,,,,,,,,,,,,,4470.0,,,,,,,,,,71049.0,,,,,,,,,,,,,,,,,,,,,
AccretionOfDiscount,,,,,,,,,,,,,,,,,,,,,,,-23055.0,,,,,,,,,,,,,,,,,,,,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,,,,700535.0,,,,-54358.0,,,,,,,,,,-150604.0,,,,,,,,,,,,,0.0,25524.0,25524.0,,,,,,
ShortTermBankLoansAndNotesPayable,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
PurchaseOfSecuritiesAvailableForSale,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
RedemptionOfBondsUponCallOrMaturity1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,
PaymentsToAcquireFurnitureAndFixtures,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,40610.0,,,,,,,,
RedemptionOfSeriesBPreferredStock1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
GainLossFromDiscontinuedOperations,,,,,,,,,,,,,,,,,,-67433.0,22078.0,-87314.0,,30306.0,,,,62775.0,,,,,,,,,,,,,,,,,,
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,-11977.0,,,,,,,,,,,,,,,,,,
GainOnDebtForgiveness,,,,,,,,,,,,,,,,,,,-8746.0,-13461.0,,-13461.0,,,,-93513.0,,,,,,,,,,,,,,,,,,
ProceedsFromSaleOfOtherProductiveAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleOfPropertyHeldForSale,,,,,,,,,,,,,,,,,,,,,,,,,,199074.0,,,,,,,,,,,,,,,,,,
PaymentsForAdvanceToAffiliate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentDecreaseForgiveness,,,,,,,,,,,,,,,,,,,,,,,,,,37866.0,,,,,,,,,,,,,,,,,,
CommonStockRedeemedDivestiture,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,207335.0,,,,,,,,,,,,,,,,,,
IncomeTaxes,,,,,,,,,0.0,,,,,,,,,1236.0,,1236.0,,1236.0,,,,2936.0,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInShorttermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425994.0,,,1414868.0,,,,,,,,
BeneficialConversionFeatureAndDerivativeInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403851.0,,,,,,,5536110.0,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,860828.0,,1003333.0,,,,,,,,,,,,,,,,,,,,,,18410.0,,,379344.0,560900.0,169158.0,,,,,
StandardizedMeasureOfDiscountedFutureNetCashFlowRelatingToProvedOilAndGasReservesAccretionOfDiscount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2870.0,,,-16620.0,,,,,,,,
SubscriptionReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000.0,,,,,,,,,,,
ShortTermLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentOfLendings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500000.0,,,-200000.0,,,,,,,,
PaymentOfRelatedPartyLendings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1250000.0,,,0.0,,,,,,,,
ProceedsFromRepaymentOfLendings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139329.0,,,196146.0,,,,,,,,
ProceedsFromSaleOfSubsidiaryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,
ProceedsFromDeferredSaleOfSubsidiaryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,,,,,,,,
StockGrantedDuringPeriodSharesSharebasedCompensation,,,,,,,,,14929920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ServicesContributedByShareholders,,,,,,,,,16100.0,0.0,,16100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,,,,,,2039398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentOfFinancingAndStockIssuanceCosts,,,,,,,,,1389908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,40416.0,40416.0,,,,,,
WarrantsIssuedForServices,,,,,,,,,4432089.0,4787024.0,,2780119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,-14733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,-9455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deposit,,,,,,,,,-18649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquityInLossesOfInvestee,,,,,,,,,107386.0,869651.0,,246257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccountsPayables,,,,,,,,,75604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitie,,,,,,,,,472696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increaseinadvancetoconsultant,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,121937.0,-117660.0,,-2108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashReceivedInReverseAcquisition,,,,,,,,,8510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireEquityMethodInvestments,,,,,,,,,-7471.0,-7471.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromLimitedPartnershipInvestments,,,,,,,,,94584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromCustomers,,,,,,,,,1137581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToInvestee,,,,,,,,,-405783.0,-412267.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoansAndLeasesReceivableRelatedPartiesAdditions,,,,,,,,,39482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForRepurchaseOfConvertiblePreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromRelatedPartyPayable,,,,,,,,,35400.0,35400.0,,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInDiscontinuedOperationsFinancingActivities,,,,,,,,,134438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeignCurrencyEffectOnCash,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsBeginningBalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashandCashEquivalentsEndingBalance,,,,,,,,,7879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestIncomeExpenseNet,,,,,,,,,4771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FairValueOfBeneficialConversionFeatureOfConvertibleDebentures,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConversionOfDebenturesIntoCommonStock,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireNotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharesIssuedToExtinguishDebt,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableSettledThroughTheIssuanceOfStock,,,,,,,,,133291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NotePayableIssuedToAcquireLand,,,,,,,,,204760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,,,,,,,,,,43256.0,,,,,,,,,,,,,,,,,,,,,,,,
